ID,优先纳入,PC,role,value
HG02017,FIRST,1,Intended,-0.0162639
HG02017,FIRST,2,Intended,-0.0314827
HG02017,FIRST,3,Intended,-0.00322297
HG02017,FIRST,4,Intended,0.0161223
HG02019,FIRST,1,Intended,-0.0164207
HG02019,FIRST,2,Intended,-0.0317965
HG02019,FIRST,3,Intended,1.34e-06
HG02019,FIRST,4,Intended,0.0189151
HG02020,FIRST,1,Intended,-0.0163746
HG02020,FIRST,2,Intended,-0.0318394
HG02020,FIRST,3,Intended,-0.0042353
HG02020,FIRST,4,Intended,0.0128664
HG02023,FIRST,1,Intended,-0.0159394
HG02023,FIRST,2,Intended,-0.0324825
HG02023,FIRST,3,Intended,-0.00375193
HG02023,FIRST,4,Intended,0.0150701
HG02025,FIRST,1,Intended,-0.0163299
HG02025,FIRST,2,Intended,-0.0326993
HG02025,FIRST,3,Intended,-0.00121338
HG02025,FIRST,4,Intended,0.0174877
HG02026,FIRST,1,Intended,-0.016435
HG02026,FIRST,2,Intended,-0.0323282
HG02026,FIRST,3,Intended,-0.000982957
HG02026,FIRST,4,Intended,0.0190157
HG02028,FIRST,1,Intended,-0.0163204
HG02028,FIRST,2,Intended,-0.0311542
HG02028,FIRST,3,Intended,-0.000473143
HG02028,FIRST,4,Intended,0.0167831
HG02029,FIRST,1,Intended,-0.0165607
HG02029,FIRST,2,Intended,-0.0325228
HG02029,FIRST,3,Intended,-0.00394326
HG02029,FIRST,4,Intended,0.0162307
HG02031,FIRST,1,Intended,-0.0164159
HG02031,FIRST,2,Intended,-0.0313058
HG02031,FIRST,3,Intended,-0.00082677
HG02031,FIRST,4,Intended,0.0163077
HG02032,FIRST,1,Intended,-0.0164331
HG02032,FIRST,2,Intended,-0.0314926
HG02032,FIRST,3,Intended,-0.00418039
HG02032,FIRST,4,Intended,0.0178016
HG02035,FIRST,1,Intended,-0.016174
HG02035,FIRST,2,Intended,-0.032083
HG02035,FIRST,3,Intended,-0.000522727
HG02035,FIRST,4,Intended,0.0158422
HG02040,FIRST,1,Intended,-0.0160036
HG02040,FIRST,2,Intended,-0.031827
HG02040,FIRST,3,Intended,0.000406553
HG02040,FIRST,4,Intended,0.0162834
HG02047,FIRST,1,Intended,-0.0161313
HG02047,FIRST,2,Intended,-0.0317321
HG02047,FIRST,3,Intended,-0.00137405
HG02047,FIRST,4,Intended,0.0145578
HG02048,FIRST,1,Intended,-0.0164035
HG02048,FIRST,2,Intended,-0.0319561
HG02048,FIRST,3,Intended,-0.000624282
HG02048,FIRST,4,Intended,0.017053
HG02049,FIRST,1,Intended,-0.0157765
HG02049,FIRST,2,Intended,-0.0316006
HG02049,FIRST,3,Intended,0.000237853
HG02049,FIRST,4,Intended,0.0133321
HG02050,FIRST,1,Intended,-0.0163053
HG02050,FIRST,2,Intended,-0.0317222
HG02050,FIRST,3,Intended,-0.000788211
HG02050,FIRST,4,Intended,0.0159294
HG02051,FIRST,1,Intended,0.0340974
HG02051,FIRST,2,Intended,-0.00565186
HG02051,FIRST,3,Intended,-0.00241556
HG02051,FIRST,4,Intended,0.00157098
HG02052,FIRST,1,Intended,0.0335552
HG02052,FIRST,2,Intended,-0.00395072
HG02052,FIRST,3,Intended,-0.0030502
HG02052,FIRST,4,Intended,0.00302859
HG02053,FIRST,1,Intended,0.0321519
HG02053,FIRST,2,Intended,-0.00338676
HG02053,FIRST,3,Intended,-0.00185133
HG02053,FIRST,4,Intended,0.00225984
HG02054,FIRST,1,Intended,0.0291235
HG02054,FIRST,2,Intended,-0.00132588
HG02054,FIRST,3,Intended,-0.00252708
HG02054,FIRST,4,Intended,0.00278809
HG02057,FIRST,1,Intended,-0.0160389
HG02057,FIRST,2,Intended,-0.031709
HG02057,FIRST,3,Intended,-0.00394819
HG02057,FIRST,4,Intended,0.0129086
HG02058,FIRST,1,Intended,-0.0158695
HG02058,FIRST,2,Intended,-0.0290115
HG02058,FIRST,3,Intended,0.000557591
HG02058,FIRST,4,Intended,0.0132648
HG02060,FIRST,1,Intended,-0.0165142
HG02060,FIRST,2,Intended,-0.0320756
HG02060,FIRST,3,Intended,-0.00215849
HG02060,FIRST,4,Intended,0.0157736
HG02061,FIRST,1,Intended,-0.016283
HG02061,FIRST,2,Intended,-0.0315595
HG02061,FIRST,3,Intended,-0.00156259
HG02061,FIRST,4,Intended,0.0139508
HG02064,FIRST,1,Intended,-0.0158685
HG02064,FIRST,2,Intended,-0.0321534
HG02064,FIRST,3,Intended,-0.000707238
HG02064,FIRST,4,Intended,0.013355
HG02067,FIRST,1,Intended,-0.0160615
HG02067,FIRST,2,Intended,-0.0325348
HG02067,FIRST,3,Intended,-0.00157975
HG02067,FIRST,4,Intended,0.0165499
HG02069,FIRST,1,Intended,-0.0162568
HG02069,FIRST,2,Intended,-0.0308582
HG02069,FIRST,3,Intended,-0.000415127
HG02069,FIRST,4,Intended,0.0159828
HG02070,FIRST,1,Intended,-0.0162245
HG02070,FIRST,2,Intended,-0.0319618
HG02070,FIRST,3,Intended,0.000432558
HG02070,FIRST,4,Intended,0.0177975
HG02072,FIRST,1,Intended,-0.0161562
HG02072,FIRST,2,Intended,-0.0318075
HG02072,FIRST,3,Intended,-0.00166675
HG02072,FIRST,4,Intended,0.0134593
HG02073,FIRST,1,Intended,-0.0165494
HG02073,FIRST,2,Intended,-0.0317751
HG02073,FIRST,3,Intended,-0.00303816
HG02073,FIRST,4,Intended,0.0166835
HG02075,FIRST,1,Intended,-0.0160946
HG02075,FIRST,2,Intended,-0.0306391
HG02075,FIRST,3,Intended,0.000845104
HG02075,FIRST,4,Intended,0.0146176
HG02076,FIRST,1,Intended,-0.0162001
HG02076,FIRST,2,Intended,-0.0329456
HG02076,FIRST,3,Intended,-0.00340177
HG02076,FIRST,4,Intended,0.0160817
HG02078,FIRST,1,Intended,-0.0164276
HG02078,FIRST,2,Intended,-0.0314946
HG02078,FIRST,3,Intended,-0.000895754
HG02078,FIRST,4,Intended,0.0166199
HG02079,FIRST,1,Intended,-0.0164242
HG02079,FIRST,2,Intended,-0.0314854
HG02079,FIRST,3,Intended,-0.00254413
HG02079,FIRST,4,Intended,0.016965
HG02081,FIRST,1,Intended,-0.0165242
HG02081,FIRST,2,Intended,-0.0314657
HG02081,FIRST,3,Intended,-0.00225782
HG02081,FIRST,4,Intended,0.0166595
HG02082,FIRST,1,Intended,-0.016271
HG02082,FIRST,2,Intended,-0.0331346
HG02082,FIRST,3,Intended,-0.00570473
HG02082,FIRST,4,Intended,0.0164461
HG02084,FIRST,1,Intended,-0.0163377
HG02084,FIRST,2,Intended,-0.03181
HG02084,FIRST,3,Intended,-0.00187954
HG02084,FIRST,4,Intended,0.0164947
HG02085,FIRST,1,Intended,-0.0163037
HG02085,FIRST,2,Intended,-0.032484
HG02085,FIRST,3,Intended,-1.79e-05
HG02085,FIRST,4,Intended,0.017012
HG02086,FIRST,1,Intended,-0.0162347
HG02086,FIRST,2,Intended,-0.0310742
HG02086,FIRST,3,Intended,0.000294787
HG02086,FIRST,4,Intended,0.0171698
HG02087,FIRST,1,Intended,-0.0161363
HG02087,FIRST,2,Intended,-0.0316527
HG02087,FIRST,3,Intended,-0.0024251
HG02087,FIRST,4,Intended,0.0147672
HG02088,FIRST,1,Intended,-0.0159359
HG02088,FIRST,2,Intended,-0.0315136
HG02088,FIRST,3,Intended,-0.00177086
HG02088,FIRST,4,Intended,0.016367
HG02089,FIRST,1,Intended,-0.0136542
HG02089,FIRST,2,Intended,-0.00139711
HG02089,FIRST,3,Intended,-0.0384913
HG02089,FIRST,4,Intended,-0.0552376
HG02090,FIRST,1,Intended,-0.00838687
HG02090,FIRST,2,Intended,-0.000280176
HG02090,FIRST,3,Intended,-0.0321953
HG02090,FIRST,4,Intended,-0.0482857
HG02095,FIRST,1,Intended,0.0317355
HG02095,FIRST,2,Intended,-0.00367592
HG02095,FIRST,3,Intended,-0.000109662
HG02095,FIRST,4,Intended,0.00310588
HG02102,FIRST,1,Intended,-0.0140149
HG02102,FIRST,2,Intended,-0.0071836
HG02102,FIRST,3,Intended,-0.0424341
HG02102,FIRST,4,Intended,-0.0756433
HG02104,FIRST,1,Intended,-0.0146761
HG02104,FIRST,2,Intended,-0.00868473
HG02104,FIRST,3,Intended,-0.0477476
HG02104,FIRST,4,Intended,-0.0785832
HG02105,FIRST,1,Intended,-0.014051
HG02105,FIRST,2,Intended,-0.0113407
HG02105,FIRST,3,Intended,-0.0465588
HG02105,FIRST,4,Intended,-0.0827206
HG02107,FIRST,1,Intended,0.0340478
HG02107,FIRST,2,Intended,-0.00614882
HG02107,FIRST,3,Intended,-0.000668909
HG02107,FIRST,4,Intended,0.00125065
HG02108,FIRST,1,Intended,0.027201
HG02108,FIRST,2,Intended,0.000837205
HG02108,FIRST,3,Intended,-0.00204137
HG02108,FIRST,4,Intended,0.00227408
HG02111,FIRST,1,Intended,0.0315427
HG02111,FIRST,2,Intended,-0.00365614
HG02111,FIRST,3,Intended,0.00137099
HG02111,FIRST,4,Intended,0.00125905
HG02113,FIRST,1,Intended,-0.0164317
HG02113,FIRST,2,Intended,-0.0306028
HG02113,FIRST,3,Intended,-0.0019107
HG02113,FIRST,4,Intended,0.0156625
HG02116,FIRST,1,Intended,-0.016114
HG02116,FIRST,2,Intended,-0.0316648
HG02116,FIRST,3,Intended,-0.000666647
HG02116,FIRST,4,Intended,0.014179
HG02121,FIRST,1,Intended,-0.0159999
HG02121,FIRST,2,Intended,-0.0317731
HG02121,FIRST,3,Intended,0.000707343
HG02121,FIRST,4,Intended,0.0174315
HG02122,FIRST,1,Intended,-0.0157035
HG02122,FIRST,2,Intended,-0.032197
HG02122,FIRST,3,Intended,-0.00134099
HG02122,FIRST,4,Intended,0.0150753
HG02127,FIRST,1,Intended,-0.0163043
HG02127,FIRST,2,Intended,-0.0306059
HG02127,FIRST,3,Intended,-0.000376795
HG02127,FIRST,4,Intended,0.0150495
HG02128,FIRST,1,Intended,-0.0163204
HG02128,FIRST,2,Intended,-0.0317197
HG02128,FIRST,3,Intended,-0.00276173
HG02128,FIRST,4,Intended,0.0159198
HG02130,FIRST,1,Intended,-0.0163745
HG02130,FIRST,2,Intended,-0.0318153
HG02130,FIRST,3,Intended,-0.00256442
HG02130,FIRST,4,Intended,0.0147583
HG02131,FIRST,1,Intended,-0.0153635
HG02131,FIRST,2,Intended,-0.0279006
HG02131,FIRST,3,Intended,0.00278215
HG02131,FIRST,4,Intended,0.0063426
HG02133,FIRST,1,Intended,-0.0162316
HG02133,FIRST,2,Intended,-0.0316285
HG02133,FIRST,3,Intended,-0.00125402
HG02133,FIRST,4,Intended,0.0141899
HG02134,FIRST,1,Intended,-0.0163514
HG02134,FIRST,2,Intended,-0.031326
HG02134,FIRST,3,Intended,-0.00065505
HG02134,FIRST,4,Intended,0.0154411
HG02136,FIRST,1,Intended,-0.0162788
HG02136,FIRST,2,Intended,-0.0305539
HG02136,FIRST,3,Intended,-0.000287584
HG02136,FIRST,4,Intended,0.0167362
HG02137,FIRST,1,Intended,-0.0164965
HG02137,FIRST,2,Intended,-0.0324818
HG02137,FIRST,3,Intended,-0.00131294
HG02137,FIRST,4,Intended,0.0172462
HG02138,FIRST,1,Intended,-0.015872
HG02138,FIRST,2,Intended,-0.0315202
HG02138,FIRST,3,Intended,0.000426491
HG02138,FIRST,4,Intended,0.0134118
HG02139,FIRST,1,Intended,-0.0163617
HG02139,FIRST,2,Intended,-0.0300361
HG02139,FIRST,3,Intended,-0.00249444
HG02139,FIRST,4,Intended,0.0143138
HG02140,FIRST,1,Intended,-0.0158342
HG02140,FIRST,2,Intended,-0.0313601
HG02140,FIRST,3,Intended,0.000659541
HG02140,FIRST,4,Intended,0.0148206
HG02141,FIRST,1,Intended,-0.01592
HG02141,FIRST,2,Intended,-0.0314143
HG02141,FIRST,3,Intended,-0.000760253
HG02141,FIRST,4,Intended,0.0180668
HG02142,FIRST,1,Intended,-0.0154452
HG02142,FIRST,2,Intended,-0.0263659
HG02142,FIRST,3,Intended,-0.00299978
HG02142,FIRST,4,Intended,0.00880787
HG02143,FIRST,1,Intended,0.0275563
HG02143,FIRST,2,Intended,0.000252784
HG02143,FIRST,3,Intended,-0.00170973
HG02143,FIRST,4,Intended,0.00314391
HG02144,FIRST,1,Intended,0.0318702
HG02144,FIRST,2,Intended,-0.00343239
HG02144,FIRST,3,Intended,0.00116853
HG02144,FIRST,4,Intended,0.00301677
HG02146,FIRST,1,Intended,-0.0158342
HG02146,FIRST,2,Intended,-0.00943476
HG02146,FIRST,3,Intended,-0.0458481
HG02146,FIRST,4,Intended,-0.0796106
HG02147,FIRST,1,Intended,-0.0146458
HG02147,FIRST,2,Intended,-0.00984795
HG02147,FIRST,3,Intended,-0.0498494
HG02147,FIRST,4,Intended,-0.0811169
HG02150,FIRST,1,Intended,-0.0156334
HG02150,FIRST,2,Intended,-0.0116931
HG02150,FIRST,3,Intended,-0.0488311
HG02150,FIRST,4,Intended,-0.0860582
HG02151,FIRST,1,Intended,-0.0158445
HG02151,FIRST,2,Intended,-0.0319718
HG02151,FIRST,3,Intended,-0.00410226
HG02151,FIRST,4,Intended,0.0144399
HG02152,FIRST,1,Intended,-0.0164827
HG02152,FIRST,2,Intended,-0.0325408
HG02152,FIRST,3,Intended,-0.00137112
HG02152,FIRST,4,Intended,0.0180142
HG02153,FIRST,1,Intended,-0.0160631
HG02153,FIRST,2,Intended,-0.0326718
HG02153,FIRST,3,Intended,-0.00259573
HG02153,FIRST,4,Intended,0.0159776
HG02154,FIRST,1,Intended,-0.0165023
HG02154,FIRST,2,Intended,-0.0326311
HG02154,FIRST,3,Intended,-0.00305858
HG02154,FIRST,4,Intended,0.0175618
HG02155,FIRST,1,Intended,-0.0161695
HG02155,FIRST,2,Intended,-0.0321763
HG02155,FIRST,3,Intended,-0.0045986
HG02155,FIRST,4,Intended,0.014137
HG02156,FIRST,1,Intended,-0.0165505
HG02156,FIRST,2,Intended,-0.0318716
HG02156,FIRST,3,Intended,-0.00348543
HG02156,FIRST,4,Intended,0.0154023
HG02164,FIRST,1,Intended,-0.0163083
HG02164,FIRST,2,Intended,-0.0325616
HG02164,FIRST,3,Intended,-0.00431921
HG02164,FIRST,4,Intended,0.0147682
HG02165,FIRST,1,Intended,-0.0163528
HG02165,FIRST,2,Intended,-0.0317738
HG02165,FIRST,3,Intended,-0.00280419
HG02165,FIRST,4,Intended,0.0135233
HG02166,FIRST,1,Intended,-0.0164571
HG02166,FIRST,2,Intended,-0.0320303
HG02166,FIRST,3,Intended,-0.00309101
HG02166,FIRST,4,Intended,0.0165043
HG02178,FIRST,1,Intended,-0.0163847
HG02178,FIRST,2,Intended,-0.031266
HG02178,FIRST,3,Intended,-0.000619801
HG02178,FIRST,4,Intended,0.0161619
HG02179,FIRST,1,Intended,-0.0164584
HG02179,FIRST,2,Intended,-0.0320452
HG02179,FIRST,3,Intended,-0.0033829
HG02179,FIRST,4,Intended,0.0172909
HG02180,FIRST,1,Intended,-0.0165121
HG02180,FIRST,2,Intended,-0.0331146
HG02180,FIRST,3,Intended,-0.00189857
HG02180,FIRST,4,Intended,0.0179192
HG02181,FIRST,1,Intended,-0.0166902
HG02181,FIRST,2,Intended,-0.0332127
HG02181,FIRST,3,Intended,-0.00342051
HG02181,FIRST,4,Intended,0.020203
HG02182,FIRST,1,Intended,-0.0165524
HG02182,FIRST,2,Intended,-0.0319185
HG02182,FIRST,3,Intended,-0.00225511
HG02182,FIRST,4,Intended,0.0164129
HG02184,FIRST,1,Intended,-0.0160063
HG02184,FIRST,2,Intended,-0.032658
HG02184,FIRST,3,Intended,-0.00387072
HG02184,FIRST,4,Intended,0.016108
HG02185,FIRST,1,Intended,-0.016719
HG02185,FIRST,2,Intended,-0.0327137
HG02185,FIRST,3,Intended,-0.00381861
HG02185,FIRST,4,Intended,0.0182753
HG02186,FIRST,1,Intended,-0.0164225
HG02186,FIRST,2,Intended,-0.0327399
HG02186,FIRST,3,Intended,0.000440145
HG02186,FIRST,4,Intended,0.0186948
HG02187,FIRST,1,Intended,-0.0165789
HG02187,FIRST,2,Intended,-0.0326428
HG02187,FIRST,3,Intended,-0.00345754
HG02187,FIRST,4,Intended,0.015677
HG02188,FIRST,1,Intended,-0.0162901
HG02188,FIRST,2,Intended,-0.0330466
HG02188,FIRST,3,Intended,-0.0021489
HG02188,FIRST,4,Intended,0.0173839
HG02190,FIRST,1,Intended,-0.0165571
HG02190,FIRST,2,Intended,-0.0320843
HG02190,FIRST,3,Intended,-0.00150149
HG02190,FIRST,4,Intended,0.0177829
HG02215,FIRST,1,Intended,-0.00983965
HG02215,FIRST,2,Intended,0.0276965
HG02215,FIRST,3,Intended,-0.00873308
HG02215,FIRST,4,Intended,0.0206345
HG02219,FIRST,1,Intended,-0.00888355
HG02219,FIRST,2,Intended,0.0274974
HG02219,FIRST,3,Intended,-0.010903
HG02219,FIRST,4,Intended,0.0230843
HG02220,FIRST,1,Intended,-0.00892188
HG02220,FIRST,2,Intended,0.0268355
HG02220,FIRST,3,Intended,-0.00949764
HG02220,FIRST,4,Intended,0.0189037
HG02221,FIRST,1,Intended,-0.00904474
HG02221,FIRST,2,Intended,0.0266529
HG02221,FIRST,3,Intended,-0.0121308
HG02221,FIRST,4,Intended,0.0180886
HG02223,FIRST,1,Intended,-0.00954216
HG02223,FIRST,2,Intended,0.0278406
HG02223,FIRST,3,Intended,-0.0104478
HG02223,FIRST,4,Intended,0.0200979
HG02224,FIRST,1,Intended,-0.00977235
HG02224,FIRST,2,Intended,0.0266839
HG02224,FIRST,3,Intended,-0.0134893
HG02224,FIRST,4,Intended,0.0195457
HG02230,FIRST,1,Intended,-0.00956468
HG02230,FIRST,2,Intended,0.027147
HG02230,FIRST,3,Intended,-0.00766395
HG02230,FIRST,4,Intended,0.017822
HG02231,FIRST,1,Intended,-0.00972092
HG02231,FIRST,2,Intended,0.0266675
HG02231,FIRST,3,Intended,-0.00984591
HG02231,FIRST,4,Intended,0.0177185
HG02232,FIRST,1,Intended,-0.00907825
HG02232,FIRST,2,Intended,0.0266991
HG02232,FIRST,3,Intended,-0.0117305
HG02232,FIRST,4,Intended,0.0199226
HG02233,FIRST,1,Intended,-0.009697
HG02233,FIRST,2,Intended,0.0276629
HG02233,FIRST,3,Intended,-0.0115029
HG02233,FIRST,4,Intended,0.0197579
HG02235,FIRST,1,Intended,-0.00868965
HG02235,FIRST,2,Intended,0.0273742
HG02235,FIRST,3,Intended,-0.0088717
HG02235,FIRST,4,Intended,0.0202434
HG02236,FIRST,1,Intended,-0.0093085
HG02236,FIRST,2,Intended,0.0282262
HG02236,FIRST,3,Intended,-0.0117903
HG02236,FIRST,4,Intended,0.0174637
HG02238,FIRST,1,Intended,-0.00881104
HG02238,FIRST,2,Intended,0.0265083
HG02238,FIRST,3,Intended,-0.0129589
HG02238,FIRST,4,Intended,0.0154369
HG02239,FIRST,1,Intended,-0.00770222
HG02239,FIRST,2,Intended,0.0257701
HG02239,FIRST,3,Intended,-0.0049455
HG02239,FIRST,4,Intended,0.0163644
HG02250,FIRST,1,Intended,-0.0162698
HG02250,FIRST,2,Intended,-0.0319602
HG02250,FIRST,3,Intended,-0.000456185
HG02250,FIRST,4,Intended,0.0157964
HG02252,FIRST,1,Intended,-0.0131601
HG02252,FIRST,2,Intended,-0.00222088
HG02252,FIRST,3,Intended,-0.0411414
HG02252,FIRST,4,Intended,-0.0573033
HG02253,FIRST,1,Intended,-0.0129603
HG02253,FIRST,2,Intended,0.00378886
HG02253,FIRST,3,Intended,-0.0280065
HG02253,FIRST,4,Intended,-0.0436055
HG02255,FIRST,1,Intended,0.0321895
HG02255,FIRST,2,Intended,-0.00350096
HG02255,FIRST,3,Intended,0.000910581
HG02255,FIRST,4,Intended,0.00285063
HG02256,FIRST,1,Intended,0.0244382
HG02256,FIRST,2,Intended,0.0014386
HG02256,FIRST,3,Intended,-0.00208052
HG02256,FIRST,4,Intended,0.00142709
HG02259,FIRST,1,Intended,-0.015684
HG02259,FIRST,2,Intended,-0.010464
HG02259,FIRST,3,Intended,-0.0463691
HG02259,FIRST,4,Intended,-0.0834105
HG02260,FIRST,1,Intended,-0.013752
HG02260,FIRST,2,Intended,-0.00868726
HG02260,FIRST,3,Intended,-0.0436174
HG02260,FIRST,4,Intended,-0.0761127
HG02262,FIRST,1,Intended,-0.0142663
HG02262,FIRST,2,Intended,-0.0060988
HG02262,FIRST,3,Intended,-0.0408803
HG02262,FIRST,4,Intended,-0.0688037
HG02265,FIRST,1,Intended,-0.0151195
HG02265,FIRST,2,Intended,-0.0111089
HG02265,FIRST,3,Intended,-0.0468517
HG02265,FIRST,4,Intended,-0.0852593
HG02266,FIRST,1,Intended,-0.0141359
HG02266,FIRST,2,Intended,-0.00996911
HG02266,FIRST,3,Intended,-0.0485865
HG02266,FIRST,4,Intended,-0.0787425
HG02271,FIRST,1,Intended,-0.0133295
HG02271,FIRST,2,Intended,-0.0131796
HG02271,FIRST,3,Intended,-0.0455734
HG02271,FIRST,4,Intended,-0.083022
HG02272,FIRST,1,Intended,-0.0169542
HG02272,FIRST,2,Intended,-0.0141046
HG02272,FIRST,3,Intended,-0.0516326
HG02272,FIRST,4,Intended,-0.093329
HG02274,FIRST,1,Intended,-0.00283295
HG02274,FIRST,2,Intended,-0.00678374
HG02274,FIRST,3,Intended,-0.0294912
HG02274,FIRST,4,Intended,-0.0535331
HG02275,FIRST,1,Intended,-0.0163339
HG02275,FIRST,2,Intended,-0.0121389
HG02275,FIRST,3,Intended,-0.0460221
HG02275,FIRST,4,Intended,-0.0874464
HG02277,FIRST,1,Intended,-0.0146024
HG02277,FIRST,2,Intended,-0.00246315
HG02277,FIRST,3,Intended,-0.0379085
HG02277,FIRST,4,Intended,-0.0596491
HG02278,FIRST,1,Intended,-0.0143789
HG02278,FIRST,2,Intended,-0.00968979
HG02278,FIRST,3,Intended,-0.0473548
HG02278,FIRST,4,Intended,-0.0803298
HG02281,FIRST,1,Intended,0.032128
HG02281,FIRST,2,Intended,-0.00411593
HG02281,FIRST,3,Intended,-0.000696022
HG02281,FIRST,4,Intended,0.00258716
HG02282,FIRST,1,Intended,0.0262403
HG02282,FIRST,2,Intended,-0.000213166
HG02282,FIRST,3,Intended,0.000150987
HG02282,FIRST,4,Intended,0.00483371
HG02283,FIRST,1,Intended,0.0252739
HG02283,FIRST,2,Intended,0.00111397
HG02283,FIRST,3,Intended,-0.00524473
HG02283,FIRST,4,Intended,0.00561498
HG02284,FIRST,1,Intended,0.0277315
HG02284,FIRST,2,Intended,-0.000398745
HG02284,FIRST,3,Intended,-0.0026347
HG02284,FIRST,4,Intended,0.00277756
HG02285,FIRST,1,Intended,-0.0144258
HG02285,FIRST,2,Intended,-0.00563326
HG02285,FIRST,3,Intended,-0.0432326
HG02285,FIRST,4,Intended,-0.0689491
HG02286,FIRST,1,Intended,-0.0137815
HG02286,FIRST,2,Intended,-0.00489207
HG02286,FIRST,3,Intended,-0.0430812
HG02286,FIRST,4,Intended,-0.0687914
HG02291,FIRST,1,Intended,-0.0163852
HG02291,FIRST,2,Intended,-0.0130633
HG02291,FIRST,3,Intended,-0.049093
HG02291,FIRST,4,Intended,-0.0913792
HG02292,FIRST,1,Intended,-0.0148952
HG02292,FIRST,2,Intended,-0.00831011
HG02292,FIRST,3,Intended,-0.0473088
HG02292,FIRST,4,Intended,-0.0759116
HG02298,FIRST,1,Intended,-0.0118641
HG02298,FIRST,2,Intended,0.0025007
HG02298,FIRST,3,Intended,-0.0367736
HG02298,FIRST,4,Intended,-0.0492382
HG02299,FIRST,1,Intended,-0.0143116
HG02299,FIRST,2,Intended,-0.00896366
HG02299,FIRST,3,Intended,-0.043039
HG02299,FIRST,4,Intended,-0.0770233
HG02301,FIRST,1,Intended,-0.0142376
HG02301,FIRST,2,Intended,-0.00680869
HG02301,FIRST,3,Intended,-0.0444757
HG02301,FIRST,4,Intended,-0.0738984
HG02304,FIRST,1,Intended,-0.0117101
HG02304,FIRST,2,Intended,-0.00850445
HG02304,FIRST,3,Intended,-0.0403027
HG02304,FIRST,4,Intended,-0.0718083
HG02307,FIRST,1,Intended,0.0319801
HG02307,FIRST,2,Intended,-0.00428829
HG02307,FIRST,3,Intended,-0.00129434
HG02307,FIRST,4,Intended,0.00553072
HG02308,FIRST,1,Intended,0.0292255
HG02308,FIRST,2,Intended,-0.000891051
HG02308,FIRST,3,Intended,-0.000978246
HG02308,FIRST,4,Intended,0.00449454
HG02309,FIRST,1,Intended,0.0296994
HG02309,FIRST,2,Intended,-0.00356251
HG02309,FIRST,3,Intended,-0.00269936
HG02309,FIRST,4,Intended,0.00263142
HG02312,FIRST,1,Intended,-0.0135129
HG02312,FIRST,2,Intended,-0.000390934
HG02312,FIRST,3,Intended,-0.0359557
HG02312,FIRST,4,Intended,-0.0530898
HG02314,FIRST,1,Intended,0.0312909
HG02314,FIRST,2,Intended,-0.00319993
HG02314,FIRST,3,Intended,1.91e-05
HG02314,FIRST,4,Intended,0.00224448
HG02315,FIRST,1,Intended,0.0286756
HG02315,FIRST,2,Intended,-0.000810844
HG02315,FIRST,3,Intended,-0.00232445
HG02315,FIRST,4,Intended,0.00250744
HG02317,FIRST,1,Intended,0.0324522
HG02317,FIRST,2,Intended,-0.00561902
HG02317,FIRST,3,Intended,0.000525989
HG02317,FIRST,4,Intended,0.00273185
HG02318,FIRST,1,Intended,0.0321289
HG02318,FIRST,2,Intended,-0.00423549
HG02318,FIRST,3,Intended,0.00208658
HG02318,FIRST,4,Intended,0.00230017
HG02322,FIRST,1,Intended,0.0283808
HG02322,FIRST,2,Intended,-0.00163111
HG02322,FIRST,3,Intended,-0.00336276
HG02322,FIRST,4,Intended,0.00364204
HG02323,FIRST,1,Intended,0.031351
HG02323,FIRST,2,Intended,-0.00353642
HG02323,FIRST,3,Intended,-0.00152579
HG02323,FIRST,4,Intended,0.00137405
HG02325,FIRST,1,Intended,0.0328188
HG02325,FIRST,2,Intended,-0.00476086
HG02325,FIRST,3,Intended,-0.00191716
HG02325,FIRST,4,Intended,0.00284626
HG02330,FIRST,1,Intended,0.029246
HG02330,FIRST,2,Intended,-0.0027878
HG02330,FIRST,3,Intended,-0.00243932
HG02330,FIRST,4,Intended,0.00240773
HG02332,FIRST,1,Intended,0.0308024
HG02332,FIRST,2,Intended,-0.00313698
HG02332,FIRST,3,Intended,-0.0021463
HG02332,FIRST,4,Intended,0.00357485
HG02334,FIRST,1,Intended,0.0231288
HG02334,FIRST,2,Intended,0.0014659
HG02334,FIRST,3,Intended,-0.00280847
HG02334,FIRST,4,Intended,0.00644465
HG02337,FIRST,1,Intended,0.029157
HG02337,FIRST,2,Intended,-0.00292226
HG02337,FIRST,3,Intended,-0.00180662
HG02337,FIRST,4,Intended,0.00433266
HG02339,FIRST,1,Intended,0.0332755
HG02339,FIRST,2,Intended,-0.00469024
HG02339,FIRST,3,Intended,-0.000991543
HG02339,FIRST,4,Intended,0.00202728
HG02343,FIRST,1,Intended,0.0252588
HG02343,FIRST,2,Intended,0.000894892
HG02343,FIRST,3,Intended,-0.00258942
HG02343,FIRST,4,Intended,0.00581348
HG02345,FIRST,1,Intended,-0.0100564
HG02345,FIRST,2,Intended,5.64e-05
HG02345,FIRST,3,Intended,-0.0300721
HG02345,FIRST,4,Intended,-0.0336818
HG02348,FIRST,1,Intended,-0.0144849
HG02348,FIRST,2,Intended,-0.00868792
HG02348,FIRST,3,Intended,-0.0450976
HG02348,FIRST,4,Intended,-0.0748815
HG02351,FIRST,1,Intended,-0.0160673
HG02351,FIRST,2,Intended,-0.0321552
HG02351,FIRST,3,Intended,-0.00118653
HG02351,FIRST,4,Intended,0.0175333
HG02353,FIRST,1,Intended,-0.0161835
HG02353,FIRST,2,Intended,-0.0320893
