ID,优先纳入,PC,role,value
NA19131,FIRST,1,Contaminating,0.613646
NA19131,FIRST,2,Contaminating,-0.289046
NA19131,FIRST,3,Contaminating,0.135365
NA19131,FIRST,4,Contaminating,0.799565
NA19137,FIRST,1,Contaminating,1.27426
NA19137,FIRST,2,Contaminating,0.146809
NA19137,FIRST,3,Contaminating,1.07468
NA19137,FIRST,4,Contaminating,0.237515
NA19138,FIRST,1,Contaminating,0.0673068
NA19138,FIRST,2,Contaminating,0.011549
NA19138,FIRST,3,Contaminating,-0.323398
NA19138,FIRST,4,Contaminating,0.172446
NA19141,FIRST,1,Contaminating,1.97569
NA19141,FIRST,2,Contaminating,0.0757941
NA19141,FIRST,3,Contaminating,-0.243997
NA19141,FIRST,4,Contaminating,0.23411
NA19143,FIRST,1,Contaminating,0.761118
NA19143,FIRST,2,Contaminating,0.205222
NA19143,FIRST,3,Contaminating,0.866176
NA19143,FIRST,4,Contaminating,0.573165
NA19144,FIRST,1,Contaminating,-0.0225279
NA19144,FIRST,2,Contaminating,0.0757125
NA19144,FIRST,3,Contaminating,0.128853
NA19144,FIRST,4,Contaminating,-0.0375525
NA19146,FIRST,1,Contaminating,-0.0066463
NA19146,FIRST,2,Contaminating,0.0355233
NA19146,FIRST,3,Contaminating,-0.0361352
NA19146,FIRST,4,Contaminating,0.035728
NA19147,FIRST,1,Contaminating,0.356893
NA19147,FIRST,2,Contaminating,-0.106542
NA19147,FIRST,3,Contaminating,0.643034
NA19147,FIRST,4,Contaminating,0.200241
NA19149,FIRST,1,Contaminating,0.590673
NA19149,FIRST,2,Contaminating,0.548887
NA19149,FIRST,3,Contaminating,0.554652
NA19149,FIRST,4,Contaminating,0.556845
NA19152,FIRST,1,Contaminating,0.741241
NA19152,FIRST,2,Contaminating,0.0776968
NA19152,FIRST,3,Contaminating,0.359765
NA19152,FIRST,4,Contaminating,0.205124
NA19153,FIRST,1,Contaminating,1.38139
NA19153,FIRST,2,Contaminating,0.287161
NA19153,FIRST,3,Contaminating,1.21
NA19153,FIRST,4,Contaminating,1.2944
NA19159,FIRST,1,Contaminating,0.340996
NA19159,FIRST,2,Contaminating,-0.273725
NA19159,FIRST,3,Contaminating,0.0755631
NA19159,FIRST,4,Contaminating,0.192326
NA19160,FIRST,1,Contaminating,0.893851
NA19160,FIRST,2,Contaminating,-0.0485561
NA19160,FIRST,3,Contaminating,0.119603
NA19160,FIRST,4,Contaminating,0.366208
NA19171,FIRST,1,Contaminating,2.06262
NA19171,FIRST,2,Contaminating,0.339015
NA19171,FIRST,3,Contaminating,1.72749
NA19171,FIRST,4,Contaminating,0.119047
NA19172,FIRST,1,Contaminating,1.3249
NA19172,FIRST,2,Contaminating,0.870284
NA19172,FIRST,3,Contaminating,1.50931
NA19172,FIRST,4,Contaminating,1.0404
NA19175,FIRST,1,Contaminating,1.6057
NA19175,FIRST,2,Contaminating,-0.087557
NA19175,FIRST,3,Contaminating,-0.759989
NA19175,FIRST,4,Contaminating,0.668176
NA19184,FIRST,1,Contaminating,0.405898
NA19184,FIRST,2,Contaminating,0.363996
NA19184,FIRST,3,Contaminating,0.368803
NA19184,FIRST,4,Contaminating,0.371426
NA19185,FIRST,1,Contaminating,0.590131
NA19185,FIRST,2,Contaminating,0.549917
NA19185,FIRST,3,Contaminating,0.556639
NA19185,FIRST,4,Contaminating,0.557987
NA19189,FIRST,1,Contaminating,1.07277
NA19189,FIRST,2,Contaminating,0.111089
NA19189,FIRST,3,Contaminating,0.167571
NA19189,FIRST,4,Contaminating,0.67884
NA19190,FIRST,1,Contaminating,0.405025
NA19190,FIRST,2,Contaminating,0.364668
NA19190,FIRST,3,Contaminating,0.371275
NA19190,FIRST,4,Contaminating,0.371355
NA19197,FIRST,1,Contaminating,0.405128
NA19197,FIRST,2,Contaminating,0.365399
NA19197,FIRST,3,Contaminating,0.369297
NA19197,FIRST,4,Contaminating,0.372753
NA19198,FIRST,1,Contaminating,1.0884
NA19198,FIRST,2,Contaminating,0.641676
NA19198,FIRST,3,Contaminating,0.882492
NA19198,FIRST,4,Contaminating,0.275318
NA19200,FIRST,1,Contaminating,0.0346789
NA19200,FIRST,2,Contaminating,-0.00498427
NA19200,FIRST,3,Contaminating,-1.44e-05
NA19200,FIRST,4,Contaminating,0.00142069
NA19201,FIRST,1,Contaminating,0.59082
NA19201,FIRST,2,Contaminating,0.549059
NA19201,FIRST,3,Contaminating,0.556075
NA19201,FIRST,4,Contaminating,0.555764
NA19204,FIRST,1,Contaminating,0.0343905
NA19204,FIRST,2,Contaminating,-0.00518536
NA19204,FIRST,3,Contaminating,0.00205847
NA19204,FIRST,4,Contaminating,0.00190617
NA19206,FIRST,1,Contaminating,0.875546
NA19206,FIRST,2,Contaminating,0.132316
NA19206,FIRST,3,Contaminating,0.448764
NA19206,FIRST,4,Contaminating,1.04228
NA19207,FIRST,1,Contaminating,-0.0175387
NA19207,FIRST,2,Contaminating,0.0176959
NA19207,FIRST,3,Contaminating,-0.0191024
NA19207,FIRST,4,Contaminating,-0.0212692
NA19209,FIRST,1,Contaminating,1.06049
NA19209,FIRST,2,Contaminating,-0.233923
NA19209,FIRST,3,Contaminating,0.50267
NA19209,FIRST,4,Contaminating,0.165963
NA19210,FIRST,1,Contaminating,0.590472
NA19210,FIRST,2,Contaminating,0.549759
NA19210,FIRST,3,Contaminating,0.555015
NA19210,FIRST,4,Contaminating,0.556696
NA19213,FIRST,1,Contaminating,0.528446
NA19213,FIRST,2,Contaminating,-0.190595
NA19213,FIRST,3,Contaminating,-0.37384
NA19213,FIRST,4,Contaminating,-0.267769
NA19214,FIRST,1,Contaminating,1.13308
NA19214,FIRST,2,Contaminating,0.157711
NA19214,FIRST,3,Contaminating,1.39445
NA19214,FIRST,4,Contaminating,0.0639332
NA19222,FIRST,1,Contaminating,1.87574
NA19222,FIRST,2,Contaminating,0.27589
NA19222,FIRST,3,Contaminating,-0.300131
NA19222,FIRST,4,Contaminating,0.685433
NA19223,FIRST,1,Contaminating,0.0346856
NA19223,FIRST,2,Contaminating,-0.00573166
NA19223,FIRST,3,Contaminating,0.00149699
NA19223,FIRST,4,Contaminating,0.00161898
NA19225,FIRST,1,Contaminating,2.08086
NA19225,FIRST,2,Contaminating,0.770099
NA19225,FIRST,3,Contaminating,-0.223695
NA19225,FIRST,4,Contaminating,1.01498
NA19235,FIRST,1,Contaminating,0.956105
NA19235,FIRST,2,Contaminating,-0.532162
NA19235,FIRST,3,Contaminating,0.653611
NA19235,FIRST,4,Contaminating,1.29008
NA19236,FIRST,1,Contaminating,0.758065
NA19236,FIRST,2,Contaminating,0.543939
NA19236,FIRST,3,Contaminating,0.482706
NA19236,FIRST,4,Contaminating,-0.128061
NA19238,FIRST,1,Contaminating,0.034495
NA19238,FIRST,2,Contaminating,-0.00496441
NA19238,FIRST,3,Contaminating,-0.0013114
NA19238,FIRST,4,Contaminating,0.00179208
NA19239,FIRST,1,Contaminating,1.28758
NA19239,FIRST,2,Contaminating,0.507917
NA19239,FIRST,3,Contaminating,0.98896
NA19239,FIRST,4,Contaminating,0.957095
NA19247,FIRST,1,Contaminating,0.0354239
NA19247,FIRST,2,Contaminating,-0.00639044
NA19247,FIRST,3,Contaminating,0.000479654
NA19247,FIRST,4,Contaminating,0.000915723
NA19248,FIRST,1,Contaminating,0.710718
NA19248,FIRST,2,Contaminating,0.322883
NA19248,FIRST,3,Contaminating,0.518431
NA19248,FIRST,4,Contaminating,1.19396
NA19256,FIRST,1,Contaminating,0.819578
NA19256,FIRST,2,Contaminating,-0.283209
NA19256,FIRST,3,Contaminating,0.379139
NA19256,FIRST,4,Contaminating,-0.0828402
NA19257,FIRST,1,Contaminating,0.232598
NA19257,FIRST,2,Contaminating,-0.180628
NA19257,FIRST,3,Contaminating,1.13048
NA19257,FIRST,4,Contaminating,-0.750688
NA19307,FIRST,1,Contaminating,0.588312
NA19307,FIRST,2,Contaminating,0.549855
NA19307,FIRST,3,Contaminating,0.558441
NA19307,FIRST,4,Contaminating,0.556021
NA19308,FIRST,1,Contaminating,1.37831
NA19308,FIRST,2,Contaminating,0.162323
NA19308,FIRST,3,Contaminating,0.438715
NA19308,FIRST,4,Contaminating,0.745226
NA19309,FIRST,1,Contaminating,-0.0302979
NA19309,FIRST,2,Contaminating,-0.307867
NA19309,FIRST,3,Contaminating,1.1653
NA19309,FIRST,4,Contaminating,0.921492
NA19310,FIRST,1,Contaminating,0.0328971
NA19310,FIRST,2,Contaminating,-0.0050109
NA19310,FIRST,3,Contaminating,-0.00131663
NA19310,FIRST,4,Contaminating,0.00237473
NA19312,FIRST,1,Contaminating,0.588067
NA19312,FIRST,2,Contaminating,0.550173
NA19312,FIRST,3,Contaminating,0.558965
NA19312,FIRST,4,Contaminating,0.55735
NA19314,FIRST,1,Contaminating,1.38219
NA19314,FIRST,2,Contaminating,0.757023
NA19314,FIRST,3,Contaminating,1.02889
NA19314,FIRST,4,Contaminating,0.554901
NA19315,FIRST,1,Contaminating,1.72604
NA19315,FIRST,2,Contaminating,0.214382
NA19315,FIRST,3,Contaminating,-0.0731101
NA19315,FIRST,4,Contaminating,0.502592
NA19316,FIRST,1,Contaminating,-0.308439
NA19316,FIRST,2,Contaminating,1.02397
NA19316,FIRST,3,Contaminating,1.26292
NA19316,FIRST,4,Contaminating,0.0837624
NA19317,FIRST,1,Contaminating,1.14267
NA19317,FIRST,2,Contaminating,0.246334
NA19317,FIRST,3,Contaminating,0.824011
NA19317,FIRST,4,Contaminating,0.143224
NA19318,FIRST,1,Contaminating,0.723521
NA19318,FIRST,2,Contaminating,-0.048754
NA19318,FIRST,3,Contaminating,0.447666
NA19318,FIRST,4,Contaminating,0.284717
NA19319,FIRST,1,Contaminating,0.936175
NA19319,FIRST,2,Contaminating,0.249536
NA19319,FIRST,3,Contaminating,1.07174
NA19319,FIRST,4,Contaminating,0.883472
NA19320,FIRST,1,Contaminating,0.0634493
NA19320,FIRST,2,Contaminating,0.107653
NA19320,FIRST,3,Contaminating,0.107543
NA19320,FIRST,4,Contaminating,-0.0714595
NA19321,FIRST,1,Contaminating,0.163979
NA19321,FIRST,2,Contaminating,-0.0378631
NA19321,FIRST,3,Contaminating,0.75
NA19321,FIRST,4,Contaminating,0.551909
NA19323,FIRST,1,Contaminating,0.587186
NA19323,FIRST,2,Contaminating,0.551185
NA19323,FIRST,3,Contaminating,0.558246
NA19323,FIRST,4,Contaminating,0.554895
NA19324,FIRST,1,Contaminating,1.03205
NA19324,FIRST,2,Contaminating,-0.00485036
NA19324,FIRST,3,Contaminating,-0.000546806
NA19324,FIRST,4,Contaminating,0.00227214
NA19327,FIRST,1,Contaminating,1.07529
NA19327,FIRST,2,Contaminating,0.818178
NA19327,FIRST,3,Contaminating,2.43113
NA19327,FIRST,4,Contaminating,1.46892
NA19328,FIRST,1,Contaminating,0.0328927
NA19328,FIRST,2,Contaminating,-0.00463253
NA19328,FIRST,3,Contaminating,-0.000556364
NA19328,FIRST,4,Contaminating,0.00234482
NA19331,FIRST,1,Contaminating,1.63646
NA19331,FIRST,2,Contaminating,0.122079
NA19331,FIRST,3,Contaminating,0.557519
NA19331,FIRST,4,Contaminating,0.740687
NA19332,FIRST,1,Contaminating,0.989071
NA19332,FIRST,2,Contaminating,0.201747
NA19332,FIRST,3,Contaminating,0.712922
NA19332,FIRST,4,Contaminating,1.3181
NA19334,FIRST,1,Contaminating,0.0332991
NA19334,FIRST,2,Contaminating,-0.00613028
NA19334,FIRST,3,Contaminating,0.00105954
NA19334,FIRST,4,Contaminating,0.00249806
NA19338,FIRST,1,Contaminating,0.797254
NA19338,FIRST,2,Contaminating,-0.533812
NA19338,FIRST,3,Contaminating,-0.499722
NA19338,FIRST,4,Contaminating,-0.170325
NA19346,FIRST,1,Contaminating,0.458074
NA19346,FIRST,2,Contaminating,0.0819058
NA19346,FIRST,3,Contaminating,0.0156794
NA19346,FIRST,4,Contaminating,0.174453
NA19347,FIRST,1,Contaminating,0.402463
NA19347,FIRST,2,Contaminating,0.366347
NA19347,FIRST,3,Contaminating,0.37
NA19347,FIRST,4,Contaminating,0.374534
NA19350,FIRST,1,Contaminating,0.9111
NA19350,FIRST,2,Contaminating,0.980812
NA19350,FIRST,3,Contaminating,0.265327
NA19350,FIRST,4,Contaminating,0.208529
NA19351,FIRST,1,Contaminating,0.650581
NA19351,FIRST,2,Contaminating,0.227617
NA19351,FIRST,3,Contaminating,0.735601
NA19351,FIRST,4,Contaminating,0.597937
NA19355,FIRST,1,Contaminating,0.653249
NA19355,FIRST,2,Contaminating,-0.194784
NA19355,FIRST,3,Contaminating,1.18083
NA19355,FIRST,4,Contaminating,0.406818
NA19360,FIRST,1,Contaminating,0.0335679
NA19360,FIRST,2,Contaminating,-0.00460913
NA19360,FIRST,3,Contaminating,0.00181778
NA19360,FIRST,4,Contaminating,0.00258705
NA19372,FIRST,1,Contaminating,0.0327227
NA19372,FIRST,2,Contaminating,-0.00512364
NA19372,FIRST,3,Contaminating,0.00107748
NA19372,FIRST,4,Contaminating,0.00248882
NA19374,FIRST,1,Contaminating,1.35886
NA19374,FIRST,2,Contaminating,1.29602
NA19374,FIRST,3,Contaminating,0.345085
NA19374,FIRST,4,Contaminating,0.464727
NA19375,FIRST,1,Contaminating,0.587616
NA19375,FIRST,2,Contaminating,0.551564
NA19375,FIRST,3,Contaminating,0.553618
NA19375,FIRST,4,Contaminating,0.556751
NA19376,FIRST,1,Contaminating,1.38894
NA19376,FIRST,2,Contaminating,0.0730092
NA19376,FIRST,3,Contaminating,1.14743
NA19376,FIRST,4,Contaminating,0.232094
NA19377,FIRST,1,Contaminating,0.695557
NA19377,FIRST,2,Contaminating,-0.0123
NA19377,FIRST,3,Contaminating,0.379596
NA19377,FIRST,4,Contaminating,0.205175
NA19378,FIRST,1,Contaminating,0.0318929
NA19378,FIRST,2,Contaminating,-0.00389935
NA19378,FIRST,3,Contaminating,0.000160951
NA19378,FIRST,4,Contaminating,0.00200503
NA19379,FIRST,1,Contaminating,1.28038
NA19379,FIRST,2,Contaminating,0.201787
NA19379,FIRST,3,Contaminating,-1.08249
NA19379,FIRST,4,Contaminating,0.344952
NA19380,FIRST,1,Contaminating,1.29479
NA19380,FIRST,2,Contaminating,0.291442
NA19380,FIRST,3,Contaminating,0.710233
NA19380,FIRST,4,Contaminating,0.300644
NA19383,FIRST,1,Contaminating,0.0323661
NA19383,FIRST,2,Contaminating,-0.00481747
NA19383,FIRST,3,Contaminating,0.00145041
NA19383,FIRST,4,Contaminating,0.00131843
NA19384,FIRST,1,Contaminating,1.13356
NA19384,FIRST,2,Contaminating,0.178701
NA19384,FIRST,3,Contaminating,0.307
NA19384,FIRST,4,Contaminating,0.600883
NA19385,FIRST,1,Contaminating,0.0326667
NA19385,FIRST,2,Contaminating,-0.00453904
NA19385,FIRST,3,Contaminating,0.000178867
NA19385,FIRST,4,Contaminating,0.00102594
NA19390,FIRST,1,Contaminating,1.02027
NA19390,FIRST,2,Contaminating,0.0226344
NA19390,FIRST,3,Contaminating,0.540955
NA19390,FIRST,4,Contaminating,0.675135
NA19391,FIRST,1,Contaminating,0.032581
NA19391,FIRST,2,Contaminating,-0.00545958
NA19391,FIRST,3,Contaminating,-0.000570684
NA19391,FIRST,4,Contaminating,0.00417682
NA19393,FIRST,1,Contaminating,1.0964
NA19393,FIRST,2,Contaminating,0.00838658
NA19393,FIRST,3,Contaminating,0.400683
NA19393,FIRST,4,Contaminating,0.748
NA19394,FIRST,1,Contaminating,0.588654
NA19394,FIRST,2,Contaminating,0.551897
NA19394,FIRST,3,Contaminating,0.555039
NA19394,FIRST,4,Contaminating,0.558531
NA19395,FIRST,1,Contaminating,0.588479
NA19395,FIRST,2,Contaminating,0.54985
NA19395,FIRST,3,Contaminating,0.557951
NA19395,FIRST,4,Contaminating,0.555
NA19397,FIRST,1,Contaminating,0.908049
NA19397,FIRST,2,Contaminating,0.127748
NA19397,FIRST,3,Contaminating,0.378087
NA19397,FIRST,4,Contaminating,-0.164033
NA19399,FIRST,1,Contaminating,1.09363
NA19399,FIRST,2,Contaminating,0.586097
NA19399,FIRST,3,Contaminating,0.849089
NA19399,FIRST,4,Contaminating,0.27528
NA19401,FIRST,1,Contaminating,0.109934
NA19401,FIRST,2,Contaminating,0.0947568
NA19401,FIRST,3,Contaminating,0.495434
NA19401,FIRST,4,Contaminating,0.319826
NA19403,FIRST,1,Contaminating,0.531268
NA19403,FIRST,2,Contaminating,0.480955
NA19403,FIRST,3,Contaminating,1.43929
NA19403,FIRST,4,Contaminating,0.483475
NA19404,FIRST,1,Contaminating,0.0318058
NA19404,FIRST,2,Contaminating,-0.00404237
NA19404,FIRST,3,Contaminating,0.00104418
NA19404,FIRST,4,Contaminating,0.00215446
NA19428,FIRST,1,Contaminating,0.402845
NA19428,FIRST,2,Contaminating,0.364723
NA19428,FIRST,3,Contaminating,0.37165
NA19428,FIRST,4,Contaminating,0.37053
NA19429,FIRST,1,Contaminating,0.033273
NA19429,FIRST,2,Contaminating,-0.0056263
NA19429,FIRST,3,Contaminating,-0.00139777
NA19429,FIRST,4,Contaminating,0.000627352
NA19430,FIRST,1,Contaminating,0.58736
NA19430,FIRST,2,Contaminating,0.551384
NA19430,FIRST,3,Contaminating,0.556766
NA19430,FIRST,4,Contaminating,0.558517
NA19431,FIRST,1,Contaminating,0.199614
NA19431,FIRST,2,Contaminating,0.160981
NA19431,FIRST,3,Contaminating,0.167253
NA19431,FIRST,4,Contaminating,0.167368
NA19434,FIRST,1,Contaminating,0.403114
NA19434,FIRST,2,Contaminating,0.366563
NA19434,FIRST,3,Contaminating,0.369114
NA19434,FIRST,4,Contaminating,0.375481
NA19435,FIRST,1,Contaminating,0.0314316
NA19435,FIRST,2,Contaminating,-0.00480253
NA19435,FIRST,3,Contaminating,0.00107149
NA19435,FIRST,4,Contaminating,0.00108145
NA19436,FIRST,1,Contaminating,1.11108
NA19436,FIRST,2,Contaminating,0.0569591
NA19436,FIRST,3,Contaminating,0.0223027
NA19436,FIRST,4,Contaminating,1.08882
NA19437,FIRST,1,Contaminating,0.587079
NA19437,FIRST,2,Contaminating,0.551077
NA19437,FIRST,3,Contaminating,0.553514
NA19437,FIRST,4,Contaminating,0.557757
NA19438,FIRST,1,Contaminating,1.73139
NA19438,FIRST,2,Contaminating,-0.407156
NA19438,FIRST,3,Contaminating,-0.630773
NA19438,FIRST,4,Contaminating,0.796225
NA19439,FIRST,1,Contaminating,0.921618
NA19439,FIRST,2,Contaminating,-0.0086182
NA19439,FIRST,3,Contaminating,0.928571
NA19439,FIRST,4,Contaminating,0.412869
NA19440,FIRST,1,Contaminating,0.0326055
NA19440,FIRST,2,Contaminating,0.994817
NA19440,FIRST,3,Contaminating,0.00230844
NA19440,FIRST,4,Contaminating,0.00201153
NA19443,FIRST,1,Contaminating,0.116799
NA19443,FIRST,2,Contaminating,0.0793182
NA19443,FIRST,3,Contaminating,0.0840175
NA19443,FIRST,4,Contaminating,0.0792727
NA19445,FIRST,1,Contaminating,0.403196
NA19445,FIRST,2,Contaminating,0.365405
NA19445,FIRST,3,Contaminating,0.373337
NA19445,FIRST,4,Contaminating,0.37225
NA19446,FIRST,1,Contaminating,0.0323707
NA19446,FIRST,2,Contaminating,-0.00539816
NA19446,FIRST,3,Contaminating,-0.00157779
NA19446,FIRST,4,Contaminating,0.000332034
NA19448,FIRST,1,Contaminating,0.199438
NA19448,FIRST,2,Contaminating,0.161125
NA19448,FIRST,3,Contaminating,0.171199
NA19448,FIRST,4,Contaminating,0.168246
NA19449,FIRST,1,Contaminating,0.0322938
NA19449,FIRST,2,Contaminating,-0.00522401
NA19449,FIRST,3,Contaminating,0.00287373
NA19449,FIRST,4,Contaminating,0.000132729
NA19451,FIRST,1,Contaminating,0.402878
NA19451,FIRST,2,Contaminating,0.365841
NA19451,FIRST,3,Contaminating,0.371205
NA19451,FIRST,4,Contaminating,0.37153
NA19452,FIRST,1,Contaminating,0.101661
NA19452,FIRST,2,Contaminating,0.119686
NA19452,FIRST,3,Contaminating,0.0634273
NA19452,FIRST,4,Contaminating,0.0371687
NA19454,FIRST,1,Contaminating,0.404031
NA19454,FIRST,2,Contaminating,0.365057
NA19454,FIRST,3,Contaminating,0.369131
NA19454,FIRST,4,Contaminating,0.370053
NA19455,FIRST,1,Contaminating,0.402768
NA19455,FIRST,2,Contaminating,0.366031
NA19455,FIRST,3,Contaminating,0.373204
NA19455,FIRST,4,Contaminating,0.374252
NA19456,FIRST,1,Contaminating,0.58843
NA19456,FIRST,2,Contaminating,0.550128
NA19456,FIRST,3,Contaminating,0.555
NA19456,FIRST,4,Contaminating,0.557317
NA19457,FIRST,1,Contaminating,1.14354
NA19457,FIRST,2,Contaminating,0.0689142
NA19457,FIRST,3,Contaminating,0.476188
NA19457,FIRST,4,Contaminating,-0.0552323
NA19461,FIRST,1,Contaminating,1.64818
NA19461,FIRST,2,Contaminating,0.415613
NA19461,FIRST,3,Contaminating,0.288024
NA19461,FIRST,4,Contaminating,0.0211941
NA19462,FIRST,1,Contaminating,0.199985
NA19462,FIRST,2,Contaminating,0.162611
NA19462,FIRST,3,Contaminating,0.165725
NA19462,FIRST,4,Contaminating,0.168167
NA19463,FIRST,1,Contaminating,1.67765
NA19463,FIRST,2,Contaminating,-0.0122007
NA19463,FIRST,3,Contaminating,-0.687031
NA19463,FIRST,4,Contaminating,0.296521
NA19466,FIRST,1,Contaminating,0.679165
NA19466,FIRST,2,Contaminating,-0.0808532
NA19466,FIRST,3,Contaminating,0.00630674
NA19466,FIRST,4,Contaminating,-0.00286
NA19467,FIRST,1,Contaminating,0.198059
NA19467,FIRST,2,Contaminating,0.162679
NA19467,FIRST,3,Contaminating,0.168725
NA19467,FIRST,4,Contaminating,0.168735
NA19468,FIRST,1,Contaminating,0.199216
NA19468,FIRST,2,Contaminating,0.162466
NA19468,FIRST,3,Contaminating,0.165993
NA19468,FIRST,4,Contaminating,0.169521
NA19471,FIRST,1,Contaminating,0.652243
NA19471,FIRST,2,Contaminating,0.079263
NA19471,FIRST,3,Contaminating,0.770701
NA19471,FIRST,4,Contaminating,0.42276
NA19472,FIRST,1,Contaminating,0.878197
NA19472,FIRST,2,Contaminating,0.0978295
NA19472,FIRST,3,Contaminating,-0.195127
NA19472,FIRST,4,Contaminating,0.549247
NA19473,FIRST,1,Contaminating,1.39068
NA19473,FIRST,2,Contaminating,0.300343
NA19473,FIRST,3,Contaminating,0.746329
NA19473,FIRST,4,Contaminating,0.800603
NA19474,FIRST,1,Contaminating,0.760791
NA19474,FIRST,2,Contaminating,0.606566
NA19474,FIRST,3,Contaminating,0.230441
NA19474,FIRST,4,Contaminating,-0.0757374
NA19475,FIRST,1,Contaminating,1.30809
NA19475,FIRST,2,Contaminating,-0.746522
NA19475,FIRST,3,Contaminating,-1.83604
NA19475,FIRST,4,Contaminating,-4.06184
NA19625,FIRST,1,Contaminating,0.81794
NA19625,FIRST,2,Contaminating,0.18709
NA19625,FIRST,3,Contaminating,0.425968
NA19625,FIRST,4,Contaminating,-0.125262
NA19648,FIRST,1,Contaminating,0.121373
NA19648,FIRST,2,Contaminating,1.26676
NA19648,FIRST,3,Contaminating,0.68509
NA19648,FIRST,4,Contaminating,1.00764
NA19649,FIRST,1,Contaminating,-0.00891152
NA19649,FIRST,2,Contaminating,0.0148707
NA19649,FIRST,3,Contaminating,-0.0185498
NA19649,FIRST,4,Contaminating,-0.00484804
NA19651,FIRST,1,Contaminating,0.54655
NA19651,FIRST,2,Contaminating,0.569615
NA19651,FIRST,3,Contaminating,0.535862
NA19651,FIRST,4,Contaminating,0.544374
NA19652,FIRST,1,Contaminating,-0.0646507
NA19652,FIRST,2,Contaminating,0.965591
NA19652,FIRST,3,Contaminating,0.281277
NA19652,FIRST,4,Contaminating,0.155008
NA19654,FIRST,1,Contaminating,0.101175
NA19654,FIRST,2,Contaminating,0.720832
NA19654,FIRST,3,Contaminating,0.205148
NA19654,FIRST,4,Contaminating,0.459096
NA19655,FIRST,1,Contaminating,-0.00954236
NA19655,FIRST,2,Contaminating,0.0306588
NA19655,FIRST,3,Contaminating,-0.00937358
NA19655,FIRST,4,Contaminating,0.0158241
NA19657,FIRST,1,Contaminating,0.543978
NA19657,FIRST,2,Contaminating,0.555958
NA19657,FIRST,3,Contaminating,0.524379
NA19657,FIRST,4,Contaminating,0.51295
NA19658,FIRST,1,Contaminating,0.545439
NA19658,FIRST,2,Contaminating,0.569202
NA19658,FIRST,3,Contaminating,0.532438
NA19658,FIRST,4,Contaminating,0.534729
NA19661,FIRST,1,Contaminating,0.0673993
NA19661,FIRST,2,Contaminating,0.528182
NA19661,FIRST,3,Contaminating,0.296651
NA19661,FIRST,4,Contaminating,0.173694
NA19663,FIRST,1,Contaminating,0.678789
NA19663,FIRST,2,Contaminating,0.532935
NA19663,FIRST,3,Contaminating,0.799665
NA19663,FIRST,4,Contaminating,0.120834
NA19664,FIRST,1,Contaminating,0.211314
NA19664,FIRST,2,Contaminating,0.947953
NA19664,FIRST,3,Contaminating,1.18554
NA19664,FIRST,4,Contaminating,0.582602
NA19669,FIRST,1,Contaminating,-0.323518
NA19669,FIRST,2,Contaminating,0.894917
NA19669,FIRST,3,Contaminating,2.13136
NA19669,FIRST,4,Contaminating,1.69922
NA19670,FIRST,1,Contaminating,-0.159687
NA19670,FIRST,2,Contaminating,1.76784
NA19670,FIRST,3,Contaminating,-0.739888
NA19670,FIRST,4,Contaminating,0.714445
NA19676,FIRST,1,Contaminating,-0.010341
NA19676,FIRST,2,Contaminating,0.0135912
NA19676,FIRST,3,Contaminating,-0.017768
NA19676,FIRST,4,Contaminating,-0.0132726
NA19678,FIRST,1,Contaminating,0.0506442
NA19678,FIRST,2,Contaminating,1.27869
NA19678,FIRST,3,Contaminating,0.12037
NA19678,FIRST,4,Contaminating,0.405862
NA19679,FIRST,1,Contaminating,-0.354059
NA19679,FIRST,2,Contaminating,1.23676
NA19679,FIRST,3,Contaminating,0.699402
NA19679,FIRST,4,Contaminating,1.09028
NA19681,FIRST,1,Contaminating,0.104456
NA19681,FIRST,2,Contaminating,0.840376
NA19681,FIRST,3,Contaminating,0.980688
NA19681,FIRST,4,Contaminating,0.66324
NA19682,FIRST,1,Contaminating,-0.0118271
NA19682,FIRST,2,Contaminating,0.00627134
NA19682,FIRST,3,Contaminating,-0.0267592
NA19682,FIRST,4,Contaminating,-0.0309892
NA19684,FIRST,1,Contaminating,-0.528289
NA19684,FIRST,2,Contaminating,-0.140913
NA19684,FIRST,3,Contaminating,1.41522
NA19684,FIRST,4,Contaminating,0.808472
NA19700,FIRST,1,Contaminating,1.64809
NA19700,FIRST,2,Contaminating,0.88442
NA19700,FIRST,3,Contaminating,0.57453
NA19700,FIRST,4,Contaminating,-0.399886
NA19701,FIRST,1,Contaminating,0.0259521
NA19701,FIRST,2,Contaminating,-0.000805642
NA19701,FIRST,3,Contaminating,-0.00155474
NA19701,FIRST,4,Contaminating,0.00186765
NA19703,FIRST,1,Contaminating,0.93417
NA19703,FIRST,2,Contaminating,0.577702
NA19703,FIRST,3,Contaminating,-0.0447474
NA19703,FIRST,4,Contaminating,-0.314877
NA19704,FIRST,1,Contaminating,1.07108
NA19704,FIRST,2,Contaminating,0.0757711
NA19704,FIRST,3,Contaminating,0.386665
NA19704,FIRST,4,Contaminating,0.21421
NA19707,FIRST,1,Contaminating,0.0569855
NA19707,FIRST,2,Contaminating,0.098145
NA19707,FIRST,3,Contaminating,-0.0718804
NA19707,FIRST,4,Contaminating,0.0264858
NA19711,FIRST,1,Contaminating,0.0290102
NA19711,FIRST,2,Contaminating,-0.00255662
NA19711,FIRST,3,Contaminating,-0.00214449
NA19711,FIRST,4,Contaminating,0.00127867
