ID	质控结果	原因
KPGP-00216	通过	通过质控
KPGP-00219	通过	通过质控
KPGP-00220	通过	通过质控
KPGP-00221	通过	通过质控
KPGP-00224	通过	通过质控
KPGP-00227	通过	通过质控
KPGP-00228	通过	通过质控
KPGP-00229	通过	通过质控
KPGP-00230	通过	通过质控
KPGP-00231	通过	通过质控
KPGP-00232	通过	通过质控
KPGP-00233	通过	通过质控
KPGP-00234	通过	通过质控
KPGP-00235	通过	通过质控
KPGP-00245	通过	通过质控
KPGP-00252	通过	通过质控
KPGP-00253	通过	通过质控
KPGP-00254	通过	通过质控
KPGP-00255	通过	通过质控
KPGP-00256	通过	通过质控
KPGP-00260	通过	通过质控
KPGP-00265	通过	通过质控
KPGP-00266	通过	通过质控
KPGP-00269	通过	通过质控
KPGP-00288	通过	通过质控
KPGP-00317	通过	通过质控
KPGP-00318	通过	通过质控
KPGP-00319	通过	通过质控
KPGP-00320	通过	通过质控
KPGP-00321	通过	通过质控
KPGP-00324	通过	通过质控
KPGP-00325	通过	通过质控
KPGP-00326	通过	通过质控
KPGP-00327	通过	通过质控
KPGP-00328	通过	通过质控
KPGP-00329	通过	通过质控
KPGP-00331	通过	通过质控
KPGP-00332	通过	通过质控
KPGP-00333	通过	通过质控
KPGP-00334	通过	通过质控
KPGP-00336	通过	通过质控
KPGP-00337	通过	通过质控
KPGP-00338	通过	通过质控
KPGP-00339	通过	通过质控
KPGP-00340	通过	通过质控
KPGP-00341	通过	通过质控
KPGP-00342	通过	通过质控
KPGP-00343	通过	通过质控
KPGP-00344	通过	通过质控
KPGP-00345	通过	通过质控
KPGP-00346	通过	通过质控
KPGP-00347	通过	通过质控
KPGP-00348	通过	通过质控
KPGP-00349	通过	通过质控
KPGP-00350	通过	通过质控
KPGP-00351	通过	通过质控
KPGP-00352	通过	通过质控
KPGP-00353	通过	通过质控
KPGP-00354	通过	通过质控
KPGP-00356	通过	通过质控
KPGP-00357	通过	通过质控
KPGP-00358	通过	通过质控
KPGP-00360	通过	通过质控
KPGP-00361	通过	通过质控
KPGP-00362	通过	通过质控
KPGP-00363	通过	通过质控
KPGP-00364	通过	通过质控
L1	通过	通过质控
L10	通过	通过质控
L100	通过	通过质控
L101	通过	通过质控
L102	通过	通过质控
L103	通过	通过质控
L104	通过	通过质控
L105	通过	通过质控
L106	通过	通过质控
L107	通过	通过质控
L108	通过	通过质控
L109	通过	通过质控
L11	通过	通过质控
L110	通过	通过质控
L111	通过	通过质控
L112	通过	通过质控
L113	通过	通过质控
L114	通过	通过质控
L115	通过	通过质控
L116	通过	通过质控
L117	通过	通过质控
L118	通过	通过质控
L119	通过	通过质控
L12	通过	通过质控
L120	通过	通过质控
L121	通过	通过质控
L123	通过	通过质控
L124	不通过	mtDNA copy number<50（最低 48.066547）
L125	通过	通过质控
L126	通过	通过质控
L127	通过	通过质控
L128	通过	通过质控
L13	通过	通过质控
L133	通过	通过质控
L134	通过	通过质控
L135	通过	通过质控
L136	通过	通过质控
L137	通过	通过质控
L138	通过	通过质控
L139	通过	通过质控
L14	通过	通过质控
L140	通过	通过质控
L141	通过	通过质控
L142	通过	通过质控
L143	通过	通过质控
L144	通过	通过质控
L145	通过	通过质控
L146	通过	通过质控
L147	通过	通过质控
L148	通过	通过质控
L149	通过	通过质控
L15	通过	通过质控
L150	通过	通过质控
L151	通过	通过质控
L152	通过	通过质控
L153	通过	通过质控
L154	通过	通过质控
L155	通过	通过质控
L156	通过	通过质控
L157	通过	通过质控
L158	通过	通过质控
L16	通过	通过质控
L160	通过	通过质控
L161	通过	通过质控
L162	通过	通过质控
L163	通过	通过质控
L164	通过	通过质控
L165	通过	通过质控
L166	通过	通过质控
L167	通过	通过质控
L168	通过	通过质控
L169	通过	通过质控
L17	通过	通过质控
L170	通过	通过质控
L171	通过	通过质控
L172	通过	通过质控
L173	通过	通过质控
L174	通过	通过质控
L175	通过	通过质控
L176	通过	通过质控
L177	通过	通过质控
L178	通过	通过质控
L179	通过	通过质控
L18	通过	通过质控
L180	通过	通过质控
L181	通过	通过质控
L182	通过	通过质控
L183	通过	通过质控
L184	通过	通过质控
L185	通过	通过质控
L186	通过	通过质控
L187	通过	通过质控
L188	通过	通过质控
L189	通过	通过质控
L19	通过	通过质控
L190	通过	通过质控
L191	通过	通过质控
L193	通过	通过质控
L194	通过	通过质控
L195	通过	通过质控
L196	通过	通过质控
L197	通过	通过质控
L198	通过	通过质控
L199	通过	通过质控
L2	通过	通过质控
L20	通过	通过质控
L200	通过	通过质控
L201	通过	通过质控
L202	通过	通过质控
L203	通过	通过质控
L204	通过	通过质控
L205	通过	通过质控
L21	通过	通过质控
L22	通过	通过质控
L23	通过	通过质控
L24	通过	通过质控
L25	通过	通过质控
L26	通过	通过质控
L27	通过	通过质控
L28	通过	通过质控
L29	通过	通过质控
L3	通过	通过质控
L30	通过	通过质控
L31	通过	通过质控
L33	通过	通过质控
L34	通过	通过质控
L35	通过	通过质控
L36	通过	通过质控
L37	通过	通过质控
L38	通过	通过质控
L39	通过	通过质控
L4	通过	通过质控
L40	通过	通过质控
L41	通过	通过质控
L42	通过	通过质控
L43	通过	通过质控
L44	通过	通过质控
L45	通过	通过质控
L46	通过	通过质控
L47	通过	通过质控
L48	通过	通过质控
L49	通过	通过质控
L5	通过	通过质控
L50	不通过	mtDNA copy number<50（最低 24.849192）
L51	通过	通过质控
L52	通过	通过质控
L54	通过	通过质控
L55	通过	通过质控
L56	通过	通过质控
L57	通过	通过质控
L58	通过	通过质控
L59	通过	通过质控
L6	通过	通过质控
L60	通过	通过质控
L61	通过	通过质控
L62	通过	通过质控
L63	通过	通过质控
L64	通过	通过质控
L65	通过	通过质控
L67	通过	通过质控
L68	通过	通过质控
L69	通过	通过质控
L7	通过	通过质控
L70	通过	通过质控
L71	通过	通过质控
L72	不通过	mtDNA copy number<50（最低 43.290342）
L73	通过	通过质控
L74	通过	通过质控
L75	通过	通过质控
L76	通过	通过质控
L77	通过	通过质控
L78	通过	通过质控
L79	不通过	mtDNA copy number<50（最低 40.603006）
L8	通过	通过质控
L80	通过	通过质控
L81	通过	通过质控
L82	通过	通过质控
L83	通过	通过质控
L84	通过	通过质控
L85	通过	通过质控
L86	通过	通过质控
L87	通过	通过质控
L88	通过	通过质控
L89	通过	通过质控
L9	通过	通过质控
L90	通过	通过质控
L91	通过	通过质控
L92	通过	通过质控
L93	通过	通过质控
L94	通过	通过质控
L95	通过	通过质控
L96	通过	通过质控
L97	通过	通过质控
L98	通过	通过质控
L99	通过	通过质控
LHYA	通过	通过质控
LKW-Father	通过	通过质控
LKW-Mother	通过	通过质控
LKW-Proband	通过	通过质控
LP6005441-DNA_A01	通过	通过质控
LP6005441-DNA_A03	通过	通过质控
LP6005441-DNA_A04	通过	通过质控
LP6005441-DNA_A05	通过	通过质控
LP6005441-DNA_A06	通过	通过质控
LP6005441-DNA_A09	不通过	污染率>0.02（最高 0.111357）
LP6005441-DNA_A10	通过	通过质控
LP6005441-DNA_A11	通过	通过质控
LP6005441-DNA_A12	通过	通过质控
LP6005441-DNA_B01	通过	通过质控
LP6005441-DNA_B02	通过	通过质控
LP6005441-DNA_B03	通过	通过质控
LP6005441-DNA_B04	通过	通过质控
LP6005441-DNA_B05	通过	通过质控
LP6005441-DNA_B06	通过	通过质控
LP6005441-DNA_B07	通过	通过质控
LP6005441-DNA_B08	通过	通过质控
LP6005441-DNA_B09	通过	通过质控
LP6005441-DNA_B10	通过	通过质控
LP6005441-DNA_B11	通过	通过质控
LP6005441-DNA_B12	通过	通过质控
LP6005441-DNA_C01	通过	通过质控
LP6005441-DNA_C02	通过	通过质控
LP6005441-DNA_C03	通过	通过质控
LP6005441-DNA_C05	通过	通过质控
LP6005441-DNA_C06	通过	通过质控
LP6005441-DNA_C07	通过	通过质控
LP6005441-DNA_C08	通过	通过质控
LP6005441-DNA_C09	通过	通过质控
LP6005441-DNA_C10	通过	通过质控
LP6005441-DNA_C11	通过	通过质控
LP6005441-DNA_D01	通过	通过质控
LP6005441-DNA_D02	通过	通过质控
LP6005441-DNA_D03	通过	通过质控
LP6005441-DNA_D04	通过	通过质控
LP6005441-DNA_D05	通过	通过质控
LP6005441-DNA_D06	通过	通过质控
LP6005441-DNA_D07	通过	通过质控
LP6005441-DNA_D08	通过	通过质控
LP6005441-DNA_D09	通过	通过质控
LP6005441-DNA_D10	通过	通过质控
LP6005441-DNA_D11	通过	通过质控
LP6005441-DNA_D12	通过	通过质控
LP6005441-DNA_E02	通过	通过质控
LP6005441-DNA_E03	通过	通过质控
LP6005441-DNA_E05	通过	通过质控
LP6005441-DNA_E06	通过	通过质控
LP6005441-DNA_E07	通过	通过质控
LP6005441-DNA_E08	通过	通过质控
LP6005441-DNA_E09	通过	通过质控
LP6005441-DNA_E10	通过	通过质控
LP6005441-DNA_F01	通过	通过质控
LP6005441-DNA_F02	通过	通过质控
LP6005441-DNA_F03	通过	通过质控
LP6005441-DNA_F04	通过	通过质控
LP6005441-DNA_F05	通过	通过质控
LP6005441-DNA_F06	通过	通过质控
LP6005441-DNA_F07	通过	通过质控
LP6005441-DNA_F08	通过	通过质控
LP6005441-DNA_F09	通过	通过质控
LP6005441-DNA_F10	通过	通过质控
LP6005441-DNA_F12	通过	通过质控
LP6005441-DNA_G02	通过	通过质控
LP6005441-DNA_G03	通过	通过质控
LP6005441-DNA_G04	通过	通过质控
LP6005441-DNA_G05	通过	通过质控
LP6005441-DNA_G06	通过	通过质控
LP6005441-DNA_G07	通过	通过质控
LP6005441-DNA_G08	通过	通过质控
LP6005441-DNA_G09	通过	通过质控
LP6005441-DNA_G10	通过	通过质控
LP6005441-DNA_G11	通过	通过质控
LP6005441-DNA_G12	通过	通过质控
LP6005441-DNA_H02	通过	通过质控
LP6005441-DNA_H03	通过	通过质控
LP6005441-DNA_H05	通过	通过质控
LP6005441-DNA_H06	通过	通过质控
LP6005441-DNA_H07	通过	通过质控
LP6005441-DNA_H08	通过	通过质控
LP6005441-DNA_H09	通过	通过质控
LP6005441-DNA_H10	通过	通过质控
LP6005441-DNA_H11	通过	通过质控
LP6005441-DNA_H12	通过	通过质控
LP6005442-DNA_A02	通过	通过质控
LP6005442-DNA_A03	通过	通过质控
LP6005442-DNA_A04	通过	通过质控
LP6005442-DNA_A08	通过	通过质控
LP6005442-DNA_A10	通过	通过质控
LP6005442-DNA_A11	通过	通过质控
LP6005442-DNA_A12	不通过	mtDNA copy number<50（最低 34.599252）
LP6005442-DNA_B01	通过	通过质控
LP6005442-DNA_B02	通过	通过质控
LP6005442-DNA_B03	通过	通过质控
LP6005442-DNA_B04	通过	通过质控
LP6005442-DNA_B08	通过	通过质控
LP6005442-DNA_B10	通过	通过质控
LP6005442-DNA_B11	通过	通过质控
LP6005442-DNA_B12	不通过	mtDNA copy number<50（最低 33.345435）
LP6005442-DNA_C02	通过	通过质控
LP6005442-DNA_C04	通过	通过质控
LP6005442-DNA_C07	通过	通过质控
LP6005442-DNA_C10	通过	通过质控
LP6005442-DNA_C11	通过	通过质控
LP6005442-DNA_D01	通过	通过质控
LP6005442-DNA_D02	通过	通过质控
LP6005442-DNA_D03	通过	通过质控
LP6005442-DNA_D08	通过	通过质控
LP6005442-DNA_D09	通过	通过质控
LP6005442-DNA_D10	通过	通过质控
LP6005442-DNA_D11	通过	通过质控
LP6005442-DNA_E04	通过	通过质控
LP6005442-DNA_E07	通过	通过质控
LP6005442-DNA_E10	通过	通过质控
LP6005442-DNA_E11	通过	通过质控
LP6005442-DNA_E12	通过	通过质控
LP6005442-DNA_F01	通过	通过质控
LP6005442-DNA_F02	通过	通过质控
LP6005442-DNA_F04	通过	通过质控
LP6005442-DNA_F09	通过	通过质控
LP6005442-DNA_F10	通过	通过质控
LP6005442-DNA_F11	通过	通过质控
LP6005442-DNA_F12	通过	通过质控
LP6005442-DNA_G01	通过	通过质控
LP6005442-DNA_G02	通过	通过质控
LP6005442-DNA_G03	通过	通过质控
LP6005442-DNA_G04	通过	通过质控
LP6005442-DNA_G07	通过	通过质控
LP6005442-DNA_G09	通过	通过质控
LP6005442-DNA_G10	通过	通过质控
NA06984	通过	通过质控
NA06985	通过	通过质控
NA06986	通过	通过质控
NA06989	通过	通过质控
NA06991	通过	通过质控
NA06993	通过	通过质控
NA06994	通过	通过质控
NA06995	通过	通过质控
NA06997	通过	通过质控
NA07000	通过	通过质控
NA07014	通过	通过质控
NA07019	通过	通过质控
NA07022	通过	通过质控
NA07029	通过	通过质控
NA07031	通过	通过质控
NA07034	通过	通过质控
NA07037	通过	通过质控
NA07045	通过	通过质控
NA07048	通过	通过质控
NA07051	通过	通过质控
NA07055	通过	通过质控
NA07056	通过	通过质控
NA07345	通过	通过质控
NA07346	通过	通过质控
NA07347	通过	通过质控
NA07348	通过	通过质控
NA07349	通过	通过质控
NA07357	通过	通过质控
NA07435	通过	通过质控
NA10830	通过	通过质控
NA10831	通过	通过质控
NA10835	通过	通过质控
NA10836	通过	通过质控
NA10837	通过	通过质控
NA10838	通过	通过质控
NA10839	通过	通过质控
NA10840	通过	通过质控
NA10842	通过	通过质控
NA10843	通过	通过质控
NA10845	通过	通过质控
NA10846	通过	通过质控
NA10847	通过	通过质控
NA10851	通过	通过质控
NA10852	通过	通过质控
NA10854	通过	通过质控
NA10855	通过	通过质控
NA10856	通过	通过质控
NA10857	通过	通过质控
NA10859	通过	通过质控
NA10860	通过	通过质控
NA10861	通过	通过质控
NA10863	通过	通过质控
NA10864	通过	通过质控
NA10865	通过	通过质控
NA11829	通过	通过质控
NA11830	通过	通过质控
NA11831	通过	通过质控
NA11832	通过	通过质控
NA11839	通过	通过质控
NA11840	通过	通过质控
NA11843	通过	通过质控
NA11881	通过	通过质控
NA11882	通过	通过质控
NA11891	通过	通过质控
NA11892	通过	通过质控
NA11893	通过	通过质控
NA11894	通过	通过质控
NA11917	通过	通过质控
NA11918	通过	通过质控
NA11919	通过	通过质控
NA11920	通过	通过质控
NA11930	通过	通过质控
NA11931	通过	通过质控
NA11932	通过	通过质控
NA11933	通过	通过质控
NA11992	通过	通过质控
NA11993	通过	通过质控
NA11994	通过	通过质控
NA11995	通过	通过质控
NA12003	通过	通过质控
NA12004	通过	通过质控
NA12005	通过	通过质控
NA12006	通过	通过质控
NA12043	通过	通过质控
NA12044	通过	通过质控
NA12045	通过	通过质控
NA12046	通过	通过质控
NA12056	通过	通过质控
NA12057	通过	通过质控
NA12058	通过	通过质控
NA12144	通过	通过质控
NA12145	通过	通过质控
NA12146	通过	通过质控
NA12154	通过	通过质控
NA12155	通过	通过质控
NA12156	通过	通过质控
NA12234	通过	通过质控
NA12236	通过	通过质控
NA12239	通过	通过质控
NA12248	通过	通过质控
NA12249	通过	通过质控
NA12264	通过	通过质控
NA12272	通过	通过质控
NA12273	通过	通过质控
NA12274	通过	通过质控
NA12275	通过	通过质控
NA12282	通过	通过质控
NA12283	通过	通过质控
NA12286	通过	通过质控
NA12287	通过	通过质控
NA12329	通过	通过质控
NA12335	通过	通过质控
NA12336	通过	通过质控
NA12340	通过	通过质控
NA12341	通过	通过质控
NA12342	通过	通过质控
NA12343	通过	通过质控
NA12344	通过	通过质控
NA12347	通过	通过质控
NA12348	通过	通过质控
NA12376	通过	通过质控
NA12383	通过	通过质控
NA12386	通过	通过质控
NA12399	通过	通过质控
NA12400	通过	通过质控
NA12413	通过	通过质控
NA12414	通过	通过质控
NA12485	通过	通过质控
NA12489	通过	通过质控
NA12546	通过	通过质控
NA12707	通过	通过质控
NA12716	通过	通过质控
NA12717	通过	通过质控
NA12718	通过	通过质控
NA12739	通过	通过质控
NA12740	通过	通过质控
NA12748	通过	通过质控
NA12749	通过	通过质控
NA12750	通过	通过质控
NA12751	通过	通过质控
NA12752	通过	通过质控
NA12753	通过	通过质控
NA12760	通过	通过质控
NA12761	通过	通过质控
NA12762	通过	通过质控
NA12763	通过	通过质控
NA12766	通过	通过质控
NA12767	通过	通过质控
NA12775	通过	通过质控
NA12776	通过	通过质控
NA12777	通过	通过质控
NA12778	通过	通过质控
NA12801	通过	通过质控
NA12802	通过	通过质控
NA12812	通过	通过质控
NA12813	通过	通过质控
NA12814	通过	通过质控
NA12815	通过	通过质控
NA12817	通过	通过质控
NA12818	通过	通过质控
NA12827	通过	通过质控
NA12828	通过	通过质控
NA12829	通过	通过质控
NA12830	通过	通过质控
NA12832	通过	通过质控
NA12842	通过	通过质控
NA12843	通过	通过质控
NA12864	通过	通过质控
NA12865	通过	通过质控
NA12872	通过	通过质控
NA12873	通过	通过质控
NA12874	通过	通过质控
NA12875	通过	通过质控
NA12877	通过	通过质控
NA12878	通过	通过质控
NA12889	通过	通过质控
NA12890	通过	通过质控
NA12891	通过	通过质控
NA12892	通过	通过质控
NA18484	通过	通过质控
NA18485	通过	通过质控
NA18486	通过	通过质控
NA18487	通过	通过质控
NA18488	通过	通过质控
NA18489	通过	通过质控
NA18497	通过	通过质控
NA18498	通过	通过质控
NA18499	通过	通过质控
NA18500	通过	通过质控
NA18501	通过	通过质控
NA18502	通过	通过质控
NA18503	通过	通过质控
NA18504	通过	通过质控
NA18505	通过	通过质控
NA18506	通过	通过质控
NA18507	通过	通过质控
NA18508	通过	通过质控
NA18510	通过	通过质控
NA18511	通过	通过质控
NA18515	通过	通过质控
NA18516	通过	通过质控
NA18517	通过	通过质控
NA18518	通过	通过质控
NA18519	通过	通过质控
NA18520	通过	通过质控
NA18521	通过	通过质控
NA18522	通过	通过质控
NA18523	通过	通过质控
NA18525	通过	通过质控
NA18526	通过	通过质控
NA18528	通过	通过质控
NA18530	通过	通过质控
NA18531	通过	通过质控
NA18532	通过	通过质控
NA18533	通过	通过质控
NA18534	通过	通过质控
NA18535	通过	通过质控
NA18536	通过	通过质控
NA18537	通过	通过质控
NA18538	通过	通过质控
NA18539	通过	通过质控
NA18541	通过	通过质控
NA18542	通过	通过质控
NA18543	通过	通过质控
NA18544	通过	通过质控
NA18545	通过	通过质控
NA18546	通过	通过质控
NA18547	通过	通过质控
NA18548	通过	通过质控
NA18549	通过	通过质控
NA18550	通过	通过质控
NA18552	通过	通过质控
NA18553	通过	通过质控
NA18555	通过	通过质控
NA18557	通过	通过质控
NA18558	通过	通过质控
NA18559	通过	通过质控
NA18560	通过	通过质控
NA18561	通过	通过质控
NA18562	通过	通过质控
NA18563	通过	通过质控
NA18564	通过	通过质控
NA18565	通过	通过质控
NA18566	通过	通过质控
NA18567	通过	通过质控
NA18570	通过	通过质控
NA18571	通过	通过质控
NA18572	通过	通过质控
NA18573	通过	通过质控
NA18574	通过	通过质控
NA18577	通过	通过质控
NA18579	通过	通过质控
NA18582	通过	通过质控
NA18591	通过	通过质控
NA18592	通过	通过质控
NA18593	通过	通过质控
NA18595	通过	通过质控
NA18596	通过	通过质控
NA18597	通过	通过质控
NA18599	通过	通过质控
NA18602	通过	通过质控
NA18603	通过	通过质控
NA18605	通过	通过质控
NA18606	通过	通过质控
NA18608	通过	通过质控
NA18609	通过	通过质控
NA18610	通过	通过质控
NA18611	通过	通过质控
NA18612	通过	通过质控
NA18613	通过	通过质控
NA18614	通过	通过质控
NA18615	通过	通过质控
NA18616	通过	通过质控
NA18617	通过	通过质控
NA18618	通过	通过质控
NA18619	通过	通过质控
NA18620	通过	通过质控
NA18621	通过	通过质控
NA18622	通过	通过质控
NA18623	通过	通过质控
NA18624	通过	通过质控
NA18625	通过	通过质控
NA18626	通过	通过质控
NA18627	通过	通过质控
NA18628	通过	通过质控
NA18629	通过	通过质控
NA18630	通过	通过质控
NA18631	通过	通过质控
NA18632	通过	通过质控
NA18633	通过	通过质控
NA18634	通过	通过质控
NA18635	通过	通过质控
NA18636	通过	通过质控
NA18637	通过	通过质控
NA18638	通过	通过质控
NA18639	通过	通过质控
NA18640	通过	通过质控
NA18641	通过	通过质控
NA18642	通过	通过质控
NA18643	通过	通过质控
NA18644	通过	通过质控
NA18645	通过	通过质控
NA18646	通过	通过质控
NA18647	通过	通过质控
NA18648	通过	通过质控
NA18740	通过	通过质控
NA18745	通过	通过质控
NA18747	通过	通过质控
NA18748	通过	通过质控
NA18749	通过	通过质控
NA18757	通过	通过质控
NA18852	通过	通过质控
NA18853	通过	通过质控
NA18854	通过	通过质控
NA18855	通过	通过质控
NA18856	通过	通过质控
NA18857	通过	通过质控
NA18858	通过	通过质控
NA18859	通过	通过质控
NA18860	通过	通过质控
NA18861	通过	通过质控
NA18862	通过	通过质控
NA18863	通过	通过质控
NA18864	通过	通过质控
NA18865	通过	通过质控
NA18867	通过	通过质控
NA18868	通过	通过质控
NA18869	通过	通过质控
NA18870	通过	通过质控
NA18871	通过	通过质控
NA18872	通过	通过质控
NA18873	通过	通过质控
NA18874	通过	通过质控
NA18875	通过	通过质控
NA18876	通过	通过质控
NA18877	通过	通过质控
NA18878	通过	通过质控
NA18879	通过	通过质控
NA18881	通过	通过质控
NA18906	通过	通过质控
NA18907	通过	通过质控
NA18908	通过	通过质控
NA18909	通过	通过质控
NA18910	通过	通过质控
NA18911	通过	通过质控
NA18912	通过	通过质控
NA18913	通过	通过质控
NA18914	通过	通过质控
NA18915	通过	通过质控
NA18916	通过	通过质控
NA18917	通过	通过质控
NA18923	通过	通过质控
NA18924	通过	通过质控
NA18925	通过	通过质控
NA18930	通过	通过质控
NA18933	通过	通过质控
NA18934	通过	通过质控
NA18935	通过	通过质控
NA18939	通过	通过质控
NA18940	通过	通过质控
NA18941	通过	通过质控
NA18942	通过	通过质控
NA18943	通过	通过质控
NA18944	通过	通过质控
NA18945	通过	通过质控
NA18946	通过	通过质控
NA18947	通过	通过质控
NA18948	通过	通过质控
NA18949	通过	通过质控
NA18950	通过	通过质控
NA18951	通过	通过质控
NA18952	通过	通过质控
NA18953	通过	通过质控
NA18954	通过	通过质控
NA18956	通过	通过质控
NA18957	通过	通过质控
NA18959	通过	通过质控
NA18960	通过	通过质控
NA18961	通过	通过质控
NA18962	通过	通过质控
NA18963	通过	通过质控
NA18964	通过	通过质控
NA18965	通过	通过质控
NA18966	通过	通过质控
NA18967	通过	通过质控
NA18968	通过	通过质控
NA18969	通过	通过质控
NA18970	通过	通过质控
NA18971	通过	通过质控
NA18972	通过	通过质控
NA18973	通过	通过质控
NA18974	通过	通过质控
NA18975	通过	通过质控
NA18976	通过	通过质控
NA18977	通过	通过质控
NA18978	通过	通过质控
NA18979	通过	通过质控
NA18980	通过	通过质控
NA18981	通过	通过质控
NA18982	通过	通过质控
NA18983	通过	通过质控
NA18984	通过	通过质控
NA18985	通过	通过质控
NA18986	通过	通过质控
NA18987	通过	通过质控
NA18988	通过	通过质控
NA18989	通过	通过质控
NA18990	通过	通过质控
NA18991	通过	通过质控
NA18992	通过	通过质控
NA18993	通过	通过质控
NA18994	通过	通过质控
NA18995	通过	通过质控
NA18997	通过	通过质控
NA18998	通过	通过质控
NA18999	通过	通过质控
NA19000	通过	通过质控
NA19001	通过	通过质控
NA19002	通过	通过质控
NA19003	通过	通过质控
NA19004	通过	通过质控
NA19005	通过	通过质控
NA19006	通过	通过质控
NA19007	通过	通过质控
NA19009	通过	通过质控
NA19010	通过	通过质控
NA19011	通过	通过质控
NA19012	通过	通过质控
NA19017	通过	通过质控
NA19019	通过	通过质控
NA19020	通过	通过质控
NA19023	通过	通过质控
NA19024	通过	通过质控
NA19025	通过	通过质控
NA19026	通过	通过质控
NA19027	通过	通过质控
NA19028	通过	通过质控
NA19030	通过	通过质控
NA19031	通过	通过质控
NA19035	通过	通过质控
NA19036	通过	通过质控
NA19037	通过	通过质控
NA19038	通过	通过质控
NA19041	通过	通过质控
NA19042	通过	通过质控
NA19043	通过	通过质控
NA19054	通过	通过质控
NA19055	通过	通过质控
NA19056	通过	通过质控
NA19057	通过	通过质控
NA19058	通过	通过质控
NA19059	通过	通过质控
NA19060	通过	通过质控
NA19062	通过	通过质控
NA19063	通过	通过质控
NA19064	通过	通过质控
NA19065	通过	通过质控
NA19066	通过	通过质控
NA19067	通过	通过质控
NA19068	通过	通过质控
NA19070	通过	通过质控
NA19072	通过	通过质控
NA19074	通过	通过质控
NA19075	通过	通过质控
NA19076	通过	通过质控
NA19077	通过	通过质控
NA19078	通过	通过质控
NA19079	通过	通过质控
NA19080	通过	通过质控
NA19081	通过	通过质控
NA19082	通过	通过质控
NA19083	通过	通过质控
NA19084	通过	通过质控
NA19085	通过	通过质控
NA19086	通过	通过质控
NA19087	通过	通过质控
NA19088	通过	通过质控
NA19089	通过	通过质控
NA19090	通过	通过质控
NA19091	通过	通过质控
NA19092	通过	通过质控
NA19093	通过	通过质控
NA19094	通过	通过质控
NA19095	通过	通过质控
NA19096	通过	通过质控
NA19097	通过	通过质控
NA19098	通过	通过质控
NA19099	通过	通过质控
NA19100	通过	通过质控
NA19101	通过	通过质控
NA19102	通过	通过质控
NA19103	通过	通过质控
NA19107	通过	通过质控
NA19108	通过	通过质控
NA19109	通过	通过质控
NA19113	通过	通过质控
NA19114	通过	通过质控
NA19115	通过	通过质控
NA19116	通过	通过质控
NA19117	通过	通过质控
NA19118	通过	通过质控
NA19119	通过	通过质控
NA19120	通过	通过质控
NA19121	通过	通过质控
NA19122	通过	通过质控
NA19123	通过	通过质控
NA19127	通过	通过质控
NA19128	通过	通过质控
NA19129	通过	通过质控
NA19130	通过	通过质控
NA19131	通过	通过质控
NA19132	通过	通过质控
NA19137	通过	通过质控
NA19138	通过	通过质控
NA19139	通过	通过质控
NA19140	通过	通过质控
NA19141	通过	通过质控
NA19142	通过	通过质控
NA19143	通过	通过质控
NA19144	通过	通过质控
NA19145	通过	通过质控
NA19146	通过	通过质控
NA19147	通过	通过质控
NA19148	通过	通过质控
NA19149	通过	通过质控
NA19150	通过	通过质控
NA19151	通过	通过质控
NA19152	通过	通过质控
NA19153	通过	通过质控
NA19154	通过	通过质控
NA19159	通过	通过质控
NA19160	通过	通过质控
NA19161	通过	通过质控
NA19171	通过	通过质控
NA19172	通过	通过质控
NA19173	通过	通过质控
NA19174	通过	通过质控
NA19175	通过	通过质控
NA19176	通过	通过质控
NA19177	通过	通过质控
NA19184	通过	通过质控
NA19185	通过	通过质控
NA19186	通过	通过质控
NA19189	通过	通过质控
NA19190	通过	通过质控
NA19191	通过	通过质控
NA19197	通过	通过质控
NA19198	通过	通过质控
NA19199	通过	通过质控
NA19200	通过	通过质控
NA19201	通过	通过质控
NA19202	通过	通过质控
NA19203	通过	通过质控
NA19204	通过	通过质控
NA19205	通过	通过质控
NA19206	通过	通过质控
NA19207	通过	通过质控
NA19208	通过	通过质控
NA19209	通过	通过质控
NA19210	通过	通过质控
NA19211	通过	通过质控
NA19213	通过	通过质控
NA19214	通过	通过质控
NA19215	通过	通过质控
NA19221	通过	通过质控
NA19222	通过	通过质控
NA19223	通过	通过质控
NA19224	通过	通过质控
NA19225	通过	通过质控
NA19226	通过	通过质控
NA19235	通过	通过质控
NA19236	通过	通过质控
NA19237	通过	通过质控
NA19238	通过	通过质控
NA19239	通过	通过质控
NA19240	通过	通过质控
NA19247	通过	通过质控
NA19248	通过	通过质控
NA19249	通过	通过质控
NA19256	通过	通过质控
NA19257	通过	通过质控
NA19258	通过	通过质控
NA19307	通过	通过质控
NA19308	通过	通过质控
NA19309	通过	通过质控
NA19310	通过	通过质控
NA19312	通过	通过质控
NA19314	通过	通过质控
NA19315	通过	通过质控
NA19316	通过	通过质控
NA19317	通过	通过质控
NA19318	通过	通过质控
NA19319	通过	通过质控
NA19320	通过	通过质控
NA19321	通过	通过质控
NA19323	通过	通过质控
NA19324	通过	通过质控
NA19327	通过	通过质控
NA19328	通过	通过质控
NA19331	通过	通过质控
NA19332	通过	通过质控
NA19334	通过	通过质控
NA19338	通过	通过质控
NA19346	通过	通过质控
NA19347	通过	通过质控
NA19350	通过	通过质控
NA19351	通过	通过质控
