ID	质控结果	原因
HG01398	通过	通过质控
HG01402	通过	通过质控
HG01403	通过	通过质控
HG01405	通过	通过质控
HG01412	通过	通过质控
HG01413	通过	通过质控
HG01414	通过	通过质控
HG01431	通过	通过质控
HG01432	通过	通过质控
HG01433	通过	通过质控
HG01435	通过	通过质控
HG01437	通过	通过质控
HG01438	通过	通过质控
HG01439	通过	通过质控
HG01440	通过	通过质控
HG01441	通过	通过质控
HG01443	通过	通过质控
HG01444	通过	通过质控
HG01447	通过	通过质控
HG01455	通过	通过质控
HG01456	通过	通过质控
HG01457	通过	通过质控
HG01459	通过	通过质控
HG01461	通过	通过质控
HG01462	通过	通过质控
HG01463	通过	通过质控
HG01464	通过	通过质控
HG01465	通过	通过质控
HG01466	通过	通过质控
HG01468	通过	通过质控
HG01474	通过	通过质控
HG01479	通过	通过质控
HG01485	通过	通过质控
HG01486	通过	通过质控
HG01488	通过	通过质控
HG01489	通过	通过质控
HG01490	通过	通过质控
HG01491	通过	通过质控
HG01492	通过	通过质控
HG01493	通过	通过质控
HG01494	通过	通过质控
HG01495	通过	通过质控
HG01496	通过	通过质控
HG01497	通过	通过质控
HG01498	通过	通过质控
HG01499	通过	通过质控
HG01500	通过	通过质控
HG01501	通过	通过质控
HG01502	通过	通过质控
HG01503	通过	通过质控
HG01504	通过	通过质控
HG01505	通过	通过质控
HG01506	通过	通过质控
HG01507	通过	通过质控
HG01508	通过	通过质控
HG01509	通过	通过质控
HG01510	通过	通过质控
HG01511	通过	通过质控
HG01512	通过	通过质控
HG01513	通过	通过质控
HG01514	通过	通过质控
HG01515	通过	通过质控
HG01516	通过	通过质控
HG01517	通过	通过质控
HG01518	通过	通过质控
HG01519	通过	通过质控
HG01520	通过	通过质控
HG01521	通过	通过质控
HG01522	通过	通过质控
HG01523	通过	通过质控
HG01524	通过	通过质控
HG01525	通过	通过质控
HG01526	通过	通过质控
HG01527	通过	通过质控
HG01528	通过	通过质控
HG01529	通过	通过质控
HG01530	通过	通过质控
HG01531	通过	通过质控
HG01532	通过	通过质控
HG01536	通过	通过质控
HG01537	通过	通过质控
HG01538	通过	通过质控
HG01550	通过	通过质控
HG01551	通过	通过质控
HG01552	通过	通过质控
HG01556	通过	通过质控
HG01565	通过	通过质控
HG01566	通过	通过质控
HG01567	通过	通过质控
HG01571	通过	通过质控
HG01572	通过	通过质控
HG01573	通过	通过质控
HG01577	通过	通过质控
HG01578	通过	通过质控
HG01579	通过	通过质控
HG01583	通过	通过质控
HG01586	通过	通过质控
HG01589	通过	通过质控
HG01593	通过	通过质控
HG01595	通过	通过质控
HG01596	通过	通过质控
HG01597	通过	通过质控
HG01598	通过	通过质控
HG01599	通过	通过质控
HG01600	通过	通过质控
HG01601	通过	通过质控
HG01602	通过	通过质控
HG01603	通过	通过质控
HG01604	通过	通过质控
HG01605	通过	通过质控
HG01606	通过	通过质控
HG01607	通过	通过质控
HG01608	通过	通过质控
HG01609	通过	通过质控
HG01610	通过	通过质控
HG01611	通过	通过质控
HG01612	通过	通过质控
HG01613	通过	通过质控
HG01614	通过	通过质控
HG01615	通过	通过质控
HG01616	通过	通过质控
HG01617	通过	通过质控
HG01618	通过	通过质控
HG01619	通过	通过质控
HG01620	通过	通过质控
HG01621	通过	通过质控
HG01622	通过	通过质控
HG01623	通过	通过质控
HG01624	通过	通过质控
HG01625	通过	通过质控
HG01626	通过	通过质控
HG01627	通过	通过质控
HG01628	通过	通过质控
HG01629	通过	通过质控
HG01630	通过	通过质控
HG01631	通过	通过质控
HG01632	通过	通过质控
HG01633	通过	通过质控
HG01667	通过	通过质控
HG01668	通过	通过质控
HG01669	通过	通过质控
HG01670	通过	通过质控
HG01671	通过	通过质控
HG01672	通过	通过质控
HG01673	通过	通过质控
HG01674	通过	通过质控
HG01675	通过	通过质控
HG01676	通过	通过质控
HG01677	通过	通过质控
HG01678	通过	通过质控
HG01679	通过	通过质控
HG01680	通过	通过质控
HG01681	通过	通过质控
HG01682	通过	通过质控
HG01683	通过	通过质控
HG01684	通过	通过质控
HG01685	通过	通过质控
HG01686	通过	通过质控
HG01687	通过	通过质控
HG01694	通过	通过质控
HG01695	通过	通过质控
HG01696	通过	通过质控
HG01697	通过	通过质控
HG01698	通过	通过质控
HG01699	通过	通过质控
HG01700	通过	通过质控
HG01701	通过	通过质控
HG01702	通过	通过质控
HG01703	通过	通过质控
HG01704	通过	通过质控
HG01705	通过	通过质控
HG01706	通过	通过质控
HG01707	通过	通过质控
HG01708	通过	通过质控
HG01709	通过	通过质控
HG01710	通过	通过质控
HG01711	通过	通过质控
HG01746	通过	通过质控
HG01747	通过	通过质控
HG01748	通过	通过质控
HG01755	通过	通过质控
HG01756	通过	通过质控
HG01757	通过	通过质控
HG01761	通过	通过质控
HG01762	通过	通过质控
HG01763	通过	通过质控
HG01765	通过	通过质控
HG01766	通过	通过质控
HG01767	通过	通过质控
HG01768	通过	通过质控
HG01770	通过	通过质控
HG01771	通过	通过质控
HG01772	通过	通过质控
HG01773	通过	通过质控
HG01774	通过	通过质控
HG01775	通过	通过质控
HG01776	通过	通过质控
HG01777	通过	通过质控
HG01778	通过	通过质控
HG01779	通过	通过质控
HG01780	通过	通过质控
HG01781	通过	通过质控
HG01782	通过	通过质控
HG01783	通过	通过质控
HG01784	通过	通过质控
HG01785	通过	通过质控
HG01786	通过	通过质控
HG01789	通过	通过质控
HG01790	通过	通过质控
HG01791	通过	通过质控
HG01794	通过	通过质控
HG01795	通过	通过质控
HG01796	通过	通过质控
HG01797	通过	通过质控
HG01798	通过	通过质控
HG01799	通过	通过质控
HG01800	通过	通过质控
HG01801	通过	通过质控
HG01802	通过	通过质控
HG01804	通过	通过质控
HG01805	通过	通过质控
HG01806	通过	通过质控
HG01807	通过	通过质控
HG01808	通过	通过质控
HG01809	通过	通过质控
HG01810	通过	通过质控
HG01811	通过	通过质控
HG01812	通过	通过质控
HG01813	通过	通过质控
HG01815	通过	通过质控
HG01816	通过	通过质控
HG01817	通过	通过质控
HG01840	通过	通过质控
HG01841	通过	通过质控
HG01842	通过	通过质控
HG01843	通过	通过质控
HG01844	通过	通过质控
HG01845	通过	通过质控
HG01846	通过	通过质控
HG01847	通过	通过质控
HG01848	通过	通过质控
HG01849	通过	通过质控
HG01850	通过	通过质控
HG01851	通过	通过质控
HG01852	通过	通过质控
HG01853	通过	通过质控
HG01855	通过	通过质控
HG01857	通过	通过质控
HG01858	通过	通过质控
HG01859	通过	通过质控
HG01860	通过	通过质控
HG01861	通过	通过质控
HG01862	通过	通过质控
HG01863	通过	通过质控
HG01864	通过	通过质控
HG01865	通过	通过质控
HG01866	通过	通过质控
HG01867	通过	通过质控
HG01868	通过	通过质控
HG01869	通过	通过质控
HG01870	通过	通过质控
HG01871	通过	通过质控
HG01872	通过	通过质控
HG01873	通过	通过质控
HG01874	通过	通过质控
HG01878	通过	通过质控
HG01879	通过	通过质控
HG01880	通过	通过质控
HG01881	通过	通过质控
HG01882	通过	通过质控
HG01883	通过	通过质控
HG01884	通过	通过质控
HG01885	通过	通过质控
HG01886	通过	通过质控
HG01887	通过	通过质控
HG01888	通过	通过质控
HG01889	通过	通过质控
HG01890	通过	通过质控
HG01891	通过	通过质控
HG01892	通过	通过质控
HG01893	通过	通过质控
HG01894	通过	通过质控
HG01895	通过	通过质控
HG01896	通过	通过质控
HG01897	通过	通过质控
HG01898	通过	通过质控
HG01912	通过	通过质控
HG01914	通过	通过质控
HG01915	通过	通过质控
HG01916	通过	通过质控
HG01917	通过	通过质控
HG01918	通过	通过质控
HG01919	通过	通过质控
HG01920	通过	通过质控
HG01921	通过	通过质控
HG01922	通过	通过质控
HG01923	通过	通过质控
HG01924	通过	通过质控
HG01925	通过	通过质控
HG01926	通过	通过质控
HG01927	通过	通过质控
HG01928	通过	通过质控
HG01932	通过	通过质控
HG01933	通过	通过质控
HG01934	通过	通过质控
HG01935	通过	通过质控
HG01936	通过	通过质控
HG01937	通过	通过质控
HG01938	通过	通过质控
HG01939	通过	通过质控
HG01940	通过	通过质控
HG01941	通过	通过质控
HG01942	通过	通过质控
HG01943	通过	通过质控
HG01944	通过	通过质控
HG01945	通过	通过质控
HG01946	通过	通过质控
HG01947	通过	通过质控
HG01948	通过	通过质控
HG01949	通过	通过质控
HG01950	通过	通过质控
HG01951	通过	通过质控
HG01952	通过	通过质控
HG01953	通过	通过质控
HG01954	通过	通过质控
HG01955	通过	通过质控
HG01956	通过	通过质控
HG01958	通过	通过质控
HG01959	通过	通过质控
HG01960	通过	通过质控
HG01961	通过	通过质控
HG01965	通过	通过质控
HG01967	通过	通过质控
HG01968	通过	通过质控
HG01969	通过	通过质控
HG01970	通过	通过质控
HG01971	通过	通过质控
HG01972	通过	通过质控
HG01973	通过	通过质控
HG01974	通过	通过质控
HG01975	通过	通过质控
HG01976	通过	通过质控
HG01977	通过	通过质控
HG01978	通过	通过质控
HG01979	通过	通过质控
HG01980	通过	通过质控
HG01981	通过	通过质控
HG01982	通过	通过质控
HG01983	通过	通过质控
HG01984	通过	通过质控
HG01985	通过	通过质控
HG01986	通过	通过质控
HG01987	通过	通过质控
HG01988	通过	通过质控
HG01989	通过	通过质控
HG01990	通过	通过质控
HG01991	通过	通过质控
HG01992	通过	通过质控
HG01993	通过	通过质控
HG01997	通过	通过质控
HG01998	通过	通过质控
HG02002	通过	通过质控
HG02003	通过	通过质控
HG02004	通过	通过质控
HG02006	通过	通过质控
HG02008	通过	通过质控
HG02009	通过	通过质控
HG02010	通过	通过质控
HG02011	通过	通过质控
HG02012	通过	通过质控
HG02013	通过	通过质控
HG02014	通过	通过质控
HG02015	通过	通过质控
HG02016	通过	通过质控
HG02017	通过	通过质控
HG02018	通过	通过质控
HG02019	通过	通过质控
HG02020	通过	通过质控
HG02023	通过	通过质控
HG02024	通过	通过质控
HG02025	通过	通过质控
HG02026	通过	通过质控
HG02027	通过	通过质控
HG02028	通过	通过质控
HG02029	通过	通过质控
HG02030	通过	通过质控
HG02031	通过	通过质控
HG02032	通过	通过质控
HG02035	通过	通过质控
HG02040	通过	通过质控
HG02047	通过	通过质控
HG02048	通过	通过质控
HG02049	通过	通过质控
HG02050	通过	通过质控
HG02051	通过	通过质控
HG02052	通过	通过质控
HG02053	通过	通过质控
HG02054	通过	通过质控
HG02055	通过	通过质控
HG02056	通过	通过质控
HG02057	通过	通过质控
HG02058	通过	通过质控
HG02059	通过	通过质控
HG02060	通过	通过质控
HG02061	通过	通过质控
HG02064	通过	通过质控
HG02067	通过	通过质控
HG02068	通过	通过质控
HG02069	通过	通过质控
HG02070	通过	通过质控
HG02071	通过	通过质控
HG02072	通过	通过质控
HG02073	通过	通过质控
HG02074	通过	通过质控
HG02075	通过	通过质控
HG02076	通过	通过质控
HG02077	通过	通过质控
HG02078	通过	通过质控
HG02079	通过	通过质控
HG02080	通过	通过质控
HG02081	通过	通过质控
HG02082	通过	通过质控
HG02083	通过	通过质控
HG02084	通过	通过质控
HG02085	通过	通过质控
HG02086	通过	通过质控
HG02087	通过	通过质控
HG02088	通过	通过质控
HG02089	通过	通过质控
HG02090	通过	通过质控
HG02091	通过	通过质控
HG02095	通过	通过质控
HG02102	通过	通过质控
HG02104	通过	通过质控
HG02105	通过	通过质控
HG02106	通过	通过质控
HG02107	通过	通过质控
HG02108	通过	通过质控
HG02111	通过	通过质控
HG02113	通过	通过质控
HG02116	通过	通过质控
HG02120	通过	通过质控
HG02121	通过	通过质控
HG02122	通过	通过质控
HG02126	通过	通过质控
HG02127	通过	通过质控
HG02128	通过	通过质控
HG02129	通过	通过质控
HG02130	通过	通过质控
HG02131	通过	通过质控
HG02132	通过	通过质控
HG02133	通过	通过质控
HG02134	通过	通过质控
HG02135	通过	通过质控
HG02136	通过	通过质控
HG02137	通过	通过质控
HG02138	通过	通过质控
HG02139	通过	通过质控
HG02140	通过	通过质控
HG02141	通过	通过质控
HG02142	通过	通过质控
HG02143	通过	通过质控
HG02144	通过	通过质控
HG02145	通过	通过质控
HG02146	通过	通过质控
HG02147	通过	通过质控
HG02148	通过	通过质控
HG02150	通过	通过质控
HG02151	通过	通过质控
HG02152	通过	通过质控
HG02153	通过	通过质控
HG02154	通过	通过质控
HG02155	通过	通过质控
HG02156	通过	通过质控
HG02164	通过	通过质控
HG02165	通过	通过质控
HG02166	通过	通过质控
HG02178	通过	通过质控
HG02179	通过	通过质控
HG02180	通过	通过质控
HG02181	通过	通过质控
HG02182	通过	通过质控
HG02184	通过	通过质控
HG02185	通过	通过质控
HG02186	通过	通过质控
HG02187	通过	通过质控
HG02188	通过	通过质控
HG02190	通过	通过质控
HG02215	通过	通过质控
HG02219	通过	通过质控
HG02220	通过	通过质控
HG02221	通过	通过质控
HG02222	通过	通过质控
HG02223	通过	通过质控
HG02224	通过	通过质控
HG02225	通过	通过质控
HG02229	通过	通过质控
HG02230	通过	通过质控
HG02231	通过	通过质控
HG02232	通过	通过质控
HG02233	通过	通过质控
HG02234	通过	通过质控
HG02235	通过	通过质控
HG02236	通过	通过质控
HG02237	通过	通过质控
HG02238	通过	通过质控
HG02239	通过	通过质控
HG02240	通过	通过质控
HG02250	通过	通过质控
HG02252	通过	通过质控
HG02253	通过	通过质控
HG02255	通过	通过质控
HG02256	通过	通过质控
HG02257	通过	通过质控
HG02258	通过	通过质控
HG02259	通过	通过质控
HG02260	通过	通过质控
HG02261	通过	通过质控
HG02262	通过	通过质控
HG02265	通过	通过质控
HG02266	通过	通过质控
HG02271	通过	通过质控
HG02272	通过	通过质控
HG02273	通过	通过质控
HG02274	通过	通过质控
HG02275	通过	通过质控
HG02277	通过	通过质控
HG02278	通过	通过质控
HG02279	通过	通过质控
HG02280	通过	通过质控
HG02281	通过	通过质控
HG02282	通过	通过质控
HG02283	通过	通过质控
HG02284	通过	通过质控
HG02285	通过	通过质控
HG02286	通过	通过质控
HG02287	通过	通过质控
HG02291	通过	通过质控
HG02292	通过	通过质控
HG02293	通过	通过质控
HG02298	通过	通过质控
HG02299	通过	通过质控
HG02300	通过	通过质控
HG02301	通过	通过质控
HG02302	通过	通过质控
HG02303	通过	通过质控
HG02304	通过	通过质控
HG02307	通过	通过质控
HG02308	通过	通过质控
HG02309	通过	通过质控
HG02312	通过	通过质控
HG02314	通过	通过质控
HG02315	通过	通过质控
HG02316	通过	通过质控
HG02317	通过	通过质控
HG02318	通过	通过质控
HG02321	通过	通过质控
HG02322	通过	通过质控
HG02323	通过	通过质控
HG02325	通过	通过质控
HG02330	通过	通过质控
HG02332	通过	通过质控
HG02334	通过	通过质控
HG02337	通过	通过质控
HG02339	通过	通过质控
HG02343	通过	通过质控
HG02345	通过	通过质控
HG02348	通过	通过质控
HG02351	通过	通过质控
HG02353	通过	通过质控
HG02355	通过	通过质控
HG02356	通过	通过质控
HG02360	通过	通过质控
HG02364	通过	通过质控
HG02367	通过	通过质控
HG02371	通过	通过质控
HG02373	通过	通过质控
HG02374	通过	通过质控
HG02375	通过	通过质控
HG02379	通过	通过质控
HG02380	通过	通过质控
HG02382	通过	通过质控
HG02383	通过	通过质控
HG02384	通过	通过质控
HG02385	通过	通过质控
HG02386	通过	通过质控
HG02389	通过	通过质控
HG02390	通过	通过质控
HG02391	通过	通过质控
HG02392	通过	通过质控
HG02394	通过	通过质控
HG02395	通过	通过质控
HG02396	通过	通过质控
HG02397	通过	通过质控
HG02398	通过	通过质控
HG02399	通过	通过质控
HG02401	通过	通过质控
HG02402	通过	通过质控
HG02406	通过	通过质控
HG02407	通过	通过质控
HG02408	通过	通过质控
HG02409	通过	通过质控
HG02410	通过	通过质控
HG02419	通过	通过质控
HG02420	通过	通过质控
HG02425	通过	通过质控
HG02427	通过	通过质控
HG02429	通过	通过质控
HG02433	通过	通过质控
HG02439	通过	通过质控
HG02442	通过	通过质控
HG02445	通过	通过质控
HG02449	通过	通过质控
HG02450	通过	通过质控
HG02451	通过	通过质控
HG02455	通过	通过质控
HG02461	通过	通过质控
HG02462	通过	通过质控
HG02463	通过	通过质控
HG02464	通过	通过质控
HG02465	通过	通过质控
HG02466	通过	通过质控
HG02470	通过	通过质控
HG02471	通过	通过质控
HG02476	通过	通过质控
HG02477	通过	通过质控
HG02479	通过	通过质控
HG02481	通过	通过质控
HG02484	通过	通过质控
HG02485	通过	通过质控
HG02489	通过	通过质控
HG02490	通过	通过质控
HG02491	通过	通过质控
HG02492	通过	通过质控
HG02493	通过	通过质控
HG02494	通过	通过质控
HG02495	通过	通过质控
HG02496	通过	通过质控
HG02497	通过	通过质控
HG02501	通过	通过质控
HG02502	通过	通过质控
HG02505	通过	通过质控
HG02508	通过	通过质控
HG02511	通过	通过质控
HG02512	通过	通过质控
HG02513	通过	通过质控
HG02514	通过	通过质控
HG02521	通过	通过质控
HG02522	通过	通过质控
HG02523	通过	通过质控
HG02524	通过	通过质控
HG02525	通过	通过质控
HG02526	通过	通过质控
HG02536	通过	通过质控
HG02537	通过	通过质控
HG02541	通过	通过质控
HG02545	通过	通过质控
HG02546	通过	通过质控
HG02549	通过	通过质控
HG02554	通过	通过质控
HG02555	通过	通过质控
HG02557	通过	通过质控
HG02558	通过	通过质控
HG02561	通过	通过质控
HG02562	通过	通过质控
HG02563	通过	通过质控
HG02568	通过	通过质控
HG02569	通过	通过质控
HG02570	通过	通过质控
HG02571	通过	通过质控
HG02572	通过	通过质控
HG02573	通过	通过质控
HG02574	通过	通过质控
HG02575	通过	通过质控
HG02577	通过	通过质控
HG02580	通过	通过质控
HG02582	通过	通过质控
HG02583	通过	通过质控
HG02584	通过	通过质控
HG02585	通过	通过质控
HG02586	通过	通过质控
HG02587	通过	通过质控
HG02588	通过	通过质控
HG02589	通过	通过质控
HG02590	通过	通过质控
HG02594	通过	通过质控
HG02595	通过	通过质控
HG02596	通过	通过质控
HG02597	通过	通过质控
HG02600	通过	通过质控
HG02601	通过	通过质控
HG02602	通过	通过质控
HG02603	通过	通过质控
HG02604	通过	通过质控
HG02605	通过	通过质控
HG02610	通过	通过质控
HG02611	通过	通过质控
HG02612	通过	通过质控
HG02613	通过	通过质控
HG02614	通过	通过质控
HG02615	通过	通过质控
HG02620	通过	通过质控
HG02621	通过	通过质控
HG02622	通过	通过质控
HG02623	通过	通过质控
HG02624	通过	通过质控
HG02625	通过	通过质控
HG02628	通过	通过质控
HG02629	通过	通过质控
HG02630	通过	通过质控
HG02634	通过	通过质控
HG02635	通过	通过质控
HG02636	通过	通过质控
HG02642	通过	通过质控
HG02643	通过	通过质控
HG02644	通过	通过质控
HG02645	通过	通过质控
HG02646	通过	通过质控
HG02647	通过	通过质控
HG02648	通过	通过质控
HG02649	通过	通过质控
HG02650	通过	通过质控
HG02651	通过	通过质控
HG02652	通过	通过质控
HG02653	通过	通过质控
HG02654	通过	通过质控
HG02655	通过	通过质控
HG02656	通过	通过质控
HG02657	通过	通过质控
HG02658	通过	通过质控
HG02659	通过	通过质控
HG02660	通过	通过质控
HG02661	通过	通过质控
HG02662	通过	通过质控
HG02666	通过	通过质控
HG02667	通过	通过质控
HG02668	通过	通过质控
HG02675	通过	通过质控
HG02676	通过	通过质控
HG02677	通过	通过质控
HG02678	通过	通过质控
HG02679	通过	通过质控
HG02680	通过	通过质控
HG02681	通过	通过质控
HG02682	通过	通过质控
HG02683	通过	通过质控
HG02684	通过	通过质控
HG02685	通过	通过质控
HG02686	通过	通过质控
HG02687	通过	通过质控
HG02688	通过	通过质控
HG02689	通过	通过质控
HG02690	通过	通过质控
HG02691	通过	通过质控
HG02692	通过	通过质控
HG02694	通过	通过质控
HG02696	通过	通过质控
HG02697	通过	通过质控
HG02698	通过	通过质控
HG02699	通过	通过质控
HG02700	通过	通过质控
HG02701	通过	通过质控
HG02702	通过	通过质控
HG02703	通过	通过质控
HG02704	通过	通过质控
HG02715	通过	通过质控
HG02716	通过	通过质控
HG02717	通过	通过质控
HG02721	通过	通过质控
HG02722	通过	通过质控
HG02723	通过	通过质控
HG02724	通过	通过质控
HG02725	通过	通过质控
HG02726	通过	通过质控
HG02727	通过	通过质控
HG02728	通过	通过质控
HG02729	通过	通过质控
HG02731	通过	通过质控
HG02733	通过	通过质控
HG02734	通过	通过质控
HG02735	通过	通过质控
HG02736	通过	通过质控
HG02737	通过	通过质控
HG02738	通过	通过质控
HG02756	通过	通过质控
HG02757	通过	通过质控
HG02759	通过	通过质控
HG02760	通过	通过质控
HG02761	通过	通过质控
HG02762	通过	通过质控
HG02763	通过	通过质控
HG02764	通过	通过质控
HG02768	通过	通过质控
HG02769	通过	通过质控
HG02770	通过	通过质控
HG02771	通过	通过质控
HG02772	通过	通过质控
HG02773	通过	通过质控
HG02774	通过	通过质控
HG02775	通过	通过质控
HG02776	通过	通过质控
HG02778	通过	通过质控
HG02780	通过	通过质控
HG02783	通过	通过质控
HG02784	通过	通过质控
HG02785	通过	通过质控
HG02786	通过	通过质控
HG02787	通过	通过质控
HG02788	通过	通过质控
HG02789	通过	通过质控
HG02790	通过	通过质控
HG02791	通过	通过质控
HG02792	通过	通过质控
HG02793	通过	通过质控
HG02794	通过	通过质控
HG02798	通过	通过质控
HG02799	通过	通过质控
HG02800	通过	通过质控
HG02804	通过	通过质控
HG02805	通过	通过质控
HG02806	通过	通过质控
HG02807	通过	通过质控
HG02808	通过	通过质控
HG02809	通过	通过质控
HG02810	通过	通过质控
HG02811	通过	通过质控
HG02812	通过	通过质控
HG02813	通过	通过质控
HG02814	通过	通过质控
HG02815	通过	通过质控
HG02816	通过	通过质控
HG02817	通过	通过质控
HG02818	通过	通过质控
HG02819	通过	通过质控
HG02820	通过	通过质控
HG02821	通过	通过质控
HG02836	通过	通过质控
HG02837	通过	通过质控
HG02838	通过	通过质控
HG02839	通过	通过质控
HG02840	通过	通过质控
HG02841	通过	通过质控
HG02851	通过	通过质控
HG02852	通过	通过质控
HG02853	通过	通过质控
HG02854	通过	通过质控
HG02855	通过	通过质控
HG02856	通过	通过质控
HG02860	通过	通过质控
HG02861	通过	通过质控
HG02862	通过	通过质控
HG02869	通过	通过质控
HG02870	通过	通过质控
HG02871	通过	通过质控
HG02878	通过	通过质控
HG02879	通过	通过质控
HG02880	通过	通过质控
HG02881	通过	通过质控
HG02882	通过	通过质控
HG02883	通过	通过质控
HG02884	通过	通过质控
HG02885	通过	通过质控
HG02886	通过	通过质控
HG02887	通过	通过质控
HG02888	通过	通过质控
HG02889	通过	通过质控
HG02890	通过	通过质控
HG02891	通过	通过质控
HG02892	通过	通过质控
HG02895	通过	通过质控
HG02896	通过	通过质控
HG02897	通过	通过质控
HG02922	通过	通过质控
HG02923	通过	通过质控
HG02924	通过	通过质控
HG02938	通过	通过质控
HG02941	通过	通过质控
HG02943	通过	通过质控
HG02944	通过	通过质控
HG02945	通过	通过质控
HG02946	通过	通过质控
HG02947	通过	通过质控
HG02948	通过	通过质控
HG02952	通过	通过质控
HG02953	通过	通过质控
HG02954	通过	通过质控
HG02964	通过	通过质控
HG02965	通过	通过质控
HG02966	通过	通过质控
HG02968	通过	通过质控
HG02970	通过	通过质控
HG02971	通过	通过质控
HG02972	通过	通过质控
HG02973	通过	通过质控
HG02974	通过	通过质控
HG02975	通过	通过质控
HG02976	通过	通过质控
HG02977	通过	通过质控
HG02978	通过	通过质控
HG02979	通过	通过质控
HG02980	通过	通过质控
HG02981	通过	通过质控
HG02982	通过	通过质控
HG02983	通过	通过质控
HG02984	通过	通过质控
HG03006	通过	通过质控
HG03007	通过	通过质控
HG03008	通过	通过质控
HG03009	通过	通过质控
HG03012	通过	通过质控
HG03015	通过	通过质控
HG03016	通过	通过质控
HG03017	通过	通过质控
HG03018	通过	通过质控
HG03019	通过	通过质控
HG03021	通过	通过质控
HG03022	通过	通过质控
HG03024	通过	通过质控
HG03025	通过	通过质控
HG03026	通过	通过质控
HG03027	通过	通过质控
HG03028	通过	通过质控
HG03029	通过	通过质控
HG03033	通过	通过质控
HG03034	通过	通过质控
HG03035	通过	通过质控
HG03039	通过	通过质控
HG03040	通过	通过质控
HG03041	通过	通过质控
HG03045	通过	通过质控
HG03046	通过	通过质控
HG03047	通过	通过质控
HG03048	通过	通过质控
HG03049	通过	通过质控
HG03050	通过	通过质控
HG03052	通过	通过质控
HG03054	通过	通过质控
HG03055	通过	通过质控
HG03056	通过	通过质控
HG03057	通过	通过质控
HG03058	通过	通过质控
HG03060	通过	通过质控
HG03061	通过	通过质控
HG03063	通过	通过质控
HG03064	通过	通过质控
HG03065	通过	通过质控
HG03066	通过	通过质控
HG03069	通过	通过质控
HG03072	通过	通过质控
HG03073	通过	通过质控
HG03074	通过	通过质控
HG03077	通过	通过质控
HG03078	通过	通过质控
HG03079	通过	通过质控
HG03081	通过	通过质控
HG03082	通过	通过质控
HG03084	通过	通过质控
HG03085	通过	通过质控
HG03086	通过	通过质控
HG03088	通过	通过质控
HG03091	通过	通过质控
HG03095	通过	通过质控
HG03096	通过	通过质控
HG03097	通过	通过质控
HG03098	通过	通过质控
HG03099	通过	通过质控
HG03100	通过	通过质控
HG03101	通过	通过质控
HG03103	通过	通过质控
HG03105	通过	通过质控
HG03108	通过	通过质控
HG03109	通过	通过质控
HG03110	通过	通过质控
HG03111	通过	通过质控
HG03112	通过	通过质控
HG03113	通过	通过质控
HG03114	通过	通过质控
HG03115	通过	通过质控
HG03116	通过	通过质控
HG03117	通过	通过质控
HG03118	通过	通过质控
HG03119	通过	通过质控
HG03120	通过	通过质控
HG03121	通过	通过质控
HG03122	通过	通过质控
HG03123	通过	通过质控
HG03124	通过	通过质控
HG03125	通过	通过质控
HG03126	通过	通过质控
HG03127	通过	通过质控
HG03128	通过	通过质控
HG03129	通过	通过质控
HG03130	通过	通过质控
HG03131	通过	通过质控
HG03132	通过	通过质控
HG03133	通过	通过质控
HG03134	通过	通过质控
HG03135	通过	通过质控
HG03136	通过	通过质控
HG03137	通过	通过质控
HG03139	通过	通过质控
HG03157	通过	通过质控
HG03159	通过	通过质控
HG03160	通过	通过质控
HG03161	通过	通过质控
HG03162	通过	通过质控
HG03163	通过	通过质控
HG03164	通过	通过质控
HG03166	通过	通过质控
HG03168	通过	通过质控
HG03169	通过	通过质控
HG03170	通过	通过质控
HG03172	通过	通过质控
HG03175	通过	通过质控
HG03189	通过	通过质控
HG03190	通过	通过质控
HG03191	通过	通过质控
HG03193	通过	通过质控
HG03195	通过	通过质控
HG03196	通过	通过质控
HG03197	通过	通过质控
HG03198	通过	通过质控
HG03199	通过	通过质控
HG03200	通过	通过质控
HG03202	通过	通过质控
HG03209	通过	通过质控
HG03212	通过	通过质控
HG03224	通过	通过质控
HG03225	通过	通过质控
HG03228	通过	通过质控
HG03229	通过	通过质控
HG03230	通过	通过质控
HG03234	通过	通过质控
HG03235	通过	通过质控
HG03236	通过	通过质控
HG03237	通过	通过质控
HG03238	通过	通过质控
HG03239	通过	通过质控
HG03240	通过	通过质控
HG03241	通过	通过质控
HG03242	通过	通过质控
HG03246	通过	通过质控
HG03247	通过	通过质控
HG03248	通过	通过质控
HG03249	通过	通过质控
HG03250	通过	通过质控
HG03251	通过	通过质控
HG03258	通过	通过质控
HG03259	通过	通过质控
HG03260	通过	通过质控
HG03265	通过	通过质控
HG03267	通过	通过质控
HG03268	通过	通过质控
HG03269	通过	通过质控
HG03270	通过	通过质控
HG03271	通过	通过质控
HG03272	通过	通过质控
HG03279	通过	通过质控
HG03280	通过	通过质控
HG03291	通过	通过质控
HG03294	通过	通过质控
HG03295	通过	通过质控
HG03296	通过	通过质控
HG03297	通过	通过质控
HG03298	通过	通过质控
HG03299	通过	通过质控
HG03300	通过	通过质控
HG03301	通过	通过质控
HG03302	通过	通过质控
HG03303	通过	通过质控
HG03304	通过	通过质控
HG03305	通过	通过质控
HG03306	通过	通过质控
HG03307	通过	通过质控
HG03308	通过	通过质控
HG03309	通过	通过质控
